,Date,Time,local,visit,g_loc,g_vis,m_loc,m_vis,PossH,PossA,TSH,TSA,On_TargetH,On_TargetA,Off_TargetH,Off_TargetA,BlockedH,BlockedA,PassingpcH,PassingpcA,ClearCutChancesH,ClearCutChancesA,CornersH,CornersA,OffsidesH,OffsidesA,TacklespcH,TacklespcA,AerialDuelspcH,AerialDuelspcA,SavesH,SavesA,FoulsCommittedH,FoulsCommittedA,FoulsWonH,FoulsWonA,YellowCardsH,YellowCardsA,RedCardsH,RedCardsA,Stadium,Attendance,Referee,Assistants,Fourth_official,VAR,Assistant_VAR
10,19/05/2022,20:00,A Villa,Burnley,1,1,[78],[56],71.3,28.7,22.0,10.0,9.0,5.0,7.0,2.0,6.0,3.0,90.1,68.4,0.0,1.0,13.0,6.0,1.0,0.0,62.5,54.5,48.3,51.7,3.0,8.0,11.0,20.0,20.0,10.0,0.0,1.0,0.0,1.0,Villa Park,40468,Paul Tierney,"Simon Long, Lee Betts",Craig Pawson,John Brooks,Sian Massey
11,19/05/2022,20:00,Chelsea,Leicester,1,1,[78],[56],67.2,32.8,20.0,2.0,7.0,1.0,5.0,1.0,8.0,0.0,92.7,79.2,3.0,0.0,6.0,0.0,1.0,1.0,50.0,44.4,57.9,42.1,0.0,6.0,13.0,7.0,7.0,13.0,4.0,1.0,0.0,0.0,Stamford Bridge,31478,Stuart Attwell,"Daniel Cook, Dan Robathan",Andre Marriner,Lee Mason,Matt Wilkes
12,17/05/2022,19:45,"""Soton""",Liverpool,1,2,[78],"[56, 90]",29.1,70.9,4.0,24.0,2.0,5.0,0.0,10.0,2.0,9.0,75.3,89.2,0.0,0.0,1.0,9.0,0.0,2.0,60.0,55.6,53.6,46.4,3.0,1.0,6.0,6.0,5.0,6.0,2.0,0.0,0.0,0.0,"""St. Marys Stadium""",31588,Martin Atkinson,"Richard West, Constantine Hatzidakis",David Coote,Stuart Attwell,Adam Nunn
13,16/05/2022,20:00,Newcastle,Arsenal,2,0,"[78, 80]",[],50.6,49.4,16.0,11.0,4.0,2.0,7.0,4.0,5.0,5.0,80.0,77.9,2.0,0.0,12.0,8.0,6.0,1.0,72.2,53.3,66.7,33.3,2.0,3.0,11.0,8.0,8.0,11.0,0.0,3.0,0.0,0.0,"""St James Park",52274,Darren England,"Ian Hussin, Dan Robathan",Craig Pawson,Jarred Gillet,Nicholas Hopton
14,15/05/2022,24:00,Tottenham,Burnley,1,0,[78],[],68.3,31.7,21.0,8.0,8.0,1.0,7.0,6.0,6.0,1.0,87.8,73.9,2.0,1.0,8.0,2.0,1.0,2.0,66.7,41.2,53.3,46.7,1.0,6.0,12.0,8.0,7.0,12.0,3.0,2.0,0.0,0.0,Tottenham Hotspur Stadium,61729,Kevin Friend,"Simon Beck, Adrian Holmes",Simon Hooper,Stuart Attwell,Matt Wilkes
15,15/05/2022,14:00,A Villa,C Palace,1,1,[78],[56],48.4,51.6,13.0,16.0,4.0,4.0,5.0,6.0,4.0,6.0,82.3,84.2,0.0,1.0,1.0,5.0,1.0,0.0,60.0,33.3,35.7,64.3,3.0,3.0,11.0,15.0,15.0,9.0,1.0,3.0,0.0,0.0,Villa Park,41136,Chris Kavanagh,"Nicholas Hopton, Harry Lennard",Martin Atkinson,David Coote,James Mainwaring
16,15/05/2022,14:00,Leeds,Brighton,1,1,[78],[56],50.3,49.7,19.0,15.0,5.0,6.0,10.0,7.0,4.0,2.0,70.1,73.9,2.0,4.0,8.0,1.0,1.0,1.0,53.8,38.5,37.1,62.9,5.0,3.0,16.0,8.0,7.0,16.0,3.0,2.0,0.0,0.0,Elland Road,36638,Mike Dean,"Darren Cann, Mark Scholes",Robert Jones,Andre Marriner,Neil Davies
17,15/05/2022,14:00,Watford,Leicester,1,5,[78],"[56, 90]",40.5,59.5,13.0,13.0,5.0,7.0,8.0,6.0,0.0,0.0,77.8,85.4,3.0,5.0,7.0,3.0,3.0,2.0,52.6,53.8,40.6,59.4,2.0,4.0,4.0,6.0,6.0,4.0,0.0,1.0,0.0,0.0,Vicarage Road,20257,Jarred Gillet,"Timothy Wood, Lee Betts",Peter Bankes,Michael Salisbury,Natalie Aspinall
18,15/05/2022,14:00,West Ham,Man City,2,2,"[78, 80]","[56, 90]",21.8,78.2,6.0,31.0,2.0,8.0,3.0,10.0,1.0,13.0,65.1,91.1,1.0,0.0,4.0,9.0,1.0,0.0,63.6,70.0,48.6,51.4,7.0,0.0,9.0,5.0,5.0,9.0,3.0,1.0,0.0,0.0,London Stadium,59972,Anthony Taylor,"Gary Beswick, Adam Nunn",Graham Scott,John Brooks,Simon Long
19,15/05/2022,14:00,Wolves,Norwich,1,1,[78],[56],64.0,36.0,17.0,11.0,4.0,2.0,7.0,8.0,6.0,1.0,89.1,76.6,1.0,3.0,5.0,3.0,0.0,0.0,75.0,58.3,58.3,41.7,1.0,3.0,5.0,10.0,10.0,5.0,0.0,3.0,0.0,0.0,Molineux,31219,Tony Harrington,"Marc Perry, Derek Eaton",Jonathan Moss,Lee Mason,Wade Smith
20,15/05/2022,16:30,Everton,Brentford,2,3,"[78, 80]","[56, 90]",27.5,72.5,10.0,18.0,5.0,7.0,5.0,10.0,0.0,1.0,67.5,85.3,2.0,2.0,5.0,2.0,2.0,1.0,40.0,21.4,50.0,50.0,4.0,3.0,8.0,8.0,7.0,8.0,0.0,3.0,2.0,0.0,Goodison Park,38819,Michael Oliver,"Scott Ledger, Stuart Burt",Andy Madley,Darren England,Sian Massey
21,12/05/2022,19:45,Tottenham,Arsenal,3,0,"[78, 80]",[],57.6,42.4,16.0,9.0,6.0,5.0,5.0,2.0,5.0,2.0,89.5,85.2,4.0,0.0,2.0,2.0,1.0,0.0,37.5,33.3,50.0,50.0,5.0,3.0,8.0,15.0,15.0,8.0,1.0,3.0,0.0,1.0,Tottenham Hotspur Stadium,62027,Paul Tierney,"Constantine Hatzidakis, Neil Davies",Peter Bankes,Mike Dean,Lee Betts
22,11/05/2022,19:30,Leeds,Chelsea,0,3,[],"[56, 90]",32.1,67.9,5.0,17.0,0.0,4.0,4.0,10.0,1.0,3.0,78.6,90.8,1.0,0.0,1.0,5.0,0.0,3.0,62.5,52.9,45.5,54.5,0.0,0.0,10.0,14.0,13.0,9.0,1.0,0.0,1.0,0.0,Elland Road,36549,Anthony Taylor,"Adam Nunn, Gary Beswick",Kevin Friend,Stuart Attwell,Edward Smart
23,11/05/2022,19:45,Leicester,Norwich,3,0,"[78, 80]",[],64.9,35.1,20.0,9.0,8.0,5.0,5.0,4.0,7.0,0.0,89.5,80.5,3.0,2.0,10.0,2.0,1.0,0.0,70.8,63.2,75.0,25.0,5.0,5.0,10.0,5.0,5.0,10.0,0.0,0.0,0.0,0.0,The King Power Stadium,30892,Simon Hooper,"Derek Eaton, Scott Ledger",Jonathan Moss,Michael Salisbury,Daniel Cook
24,11/05/2022,19:45,Watford,Everton,0,0,[],[],48.2,51.8,6.0,16.0,0.0,5.0,5.0,4.0,1.0,7.0,81.9,79.1,0.0,0.0,1.0,13.0,1.0,1.0,66.7,68.0,44.7,55.3,5.0,0.0,5.0,12.0,12.0,5.0,1.0,2.0,0.0,0.0,Vicarage Road,20653,Mike Dean,"Darren Cann, Dan Robathan",Andy Madley,Michael Oliver,Sian Massey
25,11/05/2022,20:15,Wolves,Man City,1,5,[78],"[56, 90]",33.7,66.3,7.0,15.0,3.0,5.0,3.0,9.0,1.0,1.0,83.3,91.6,0.0,3.0,6.0,2.0,2.0,3.0,56.3,45.5,26.7,73.3,0.0,2.0,2.0,11.0,9.0,2.0,0.0,1.0,0.0,0.0,Molineux.,,Martin Atkinson,"Richard West, Stuart Burt",Graham Scott,Paul Tierney,Simon Bennett
26,10/05/2022,20:00,A Villa,Liverpool,1,2,[78],"[56, 90]",39.2,60.8,9.0,17.0,4.0,6.0,5.0,8.0,0.0,3.0,75.5,83.2,2.0,1.0,2.0,3.0,3.0,2.0,58.3,66.7,54.5,45.5,3.0,3.0,10.0,12.0,12.0,9.0,0.0,0.0,0.0,0.0,Villa Park,41919,Jonathan Moss,"Timothy Wood, Lee Betts",Andy Madley,John Brooks,James Mainwaring
27,8/05/2022,14:00,Arsenal,Leeds,2,1,"[78, 80]",[56],63.2,36.8,19.0,3.0,9.0,2.0,8.0,0.0,2.0,1.0,89.5,78.3,1.0,2.0,8.0,2.0,1.0,0.0,62.5,62.5,46.7,53.3,1.0,7.0,13.0,15.0,14.0,12.0,2.0,2.0,0.0,1.0,Emirates Stadium,60108,Chris Kavanagh,"Harry Lennard, Marc Perry",Andre Marriner,John Brooks,Dan Robathan
28,8/05/2022,14:00,Leicester,Everton,1,2,[78],"[56, 90]",66.0,34.0,16.0,10.0,9.0,4.0,6.0,3.0,1.0,3.0,86.4,72.0,2.0,1.0,6.0,1.0,2.0,0.0,56.3,69.2,61.3,38.7,2.0,7.0,11.0,6.0,6.0,11.0,3.0,0.0,0.0,0.0,The King Power Stadium,32001,Craig Pawson,"Edward Smart, Daniel Cook",David Coote,Lee Mason,Simon Beck
29,8/05/2022,14:00,Norwich,West Ham,0,4,[],"[56, 90]",36.5,63.5,8.0,13.0,2.0,5.0,2.0,3.0,4.0,5.0,85.4,90.7,1.0,1.0,9.0,5.0,2.0,3.0,58.3,41.7,46.7,53.3,1.0,2.0,7.0,7.0,6.0,5.0,1.0,1.0,0.0,0.0,Carrow Road,26428,Robert Jones,"Ian Hussin, Wade Smith",Kevin Friend,Graham Scott,Simon Long
30,8/05/2022,16:30,Man City,Newcastle,5,0,"[78, 80]",[],71.4,28.6,21.0,7.0,9.0,3.0,8.0,3.0,4.0,1.0,90.6,76.9,6.0,3.0,8.0,2.0,1.0,4.0,62.5,47.4,63.6,36.4,3.0,4.0,6.0,11.0,11.0,6.0,1.0,3.0,0.0,0.0,Etihad Stadium,53336,Stuart Attwell,"Constantine Hatzidakis, Neil Davies",Anthony Taylor,Jarred Gillet,Nicholas Hopton
31,7/05/2022,15:00,Brentford,"""Soton""",3,0,"[78, 80]",[],40.4,59.6,18.0,19.0,5.0,4.0,8.0,10.0,5.0,5.0,72.0,80.0,4.0,0.0,4.0,7.0,0.0,2.0,70.0,29.4,51.7,48.3,4.0,2.0,12.0,9.0,9.0,12.0,0.0,1.0,0.0,0.0,Gtech Community Stadium,17051,Michael Salisbury,"Mark Scholes, Lee Betts",Jonathan Moss,Lee Mason,Wade Smith
32,7/05/2022,15:00,Burnley,A Villa,1,3,[78],"[56, 90]",49.0,51.0,14.0,12.0,6.0,7.0,7.0,2.0,1.0,3.0,78.1,79.8,1.0,2.0,4.0,5.0,1.0,2.0,37.5,46.2,48.5,51.5,4.0,5.0,13.0,11.0,11.0,13.0,1.0,2.0,0.0,0.0,Turf Moor,20891,David Coote,"Gary Beswick, Nicholas Hopton",Craig Pawson,Paul Tierney,Adam Nunn
33,7/05/2022,15:00,Chelsea,Wolves,2,2,"[78, 80]","[56, 90]",59.3,40.7,19.0,14.0,6.0,4.0,8.0,9.0,5.0,1.0,85.8,78.3,0.0,2.0,9.0,3.0,2.0,1.0,50.0,61.1,60.0,40.0,2.0,4.0,7.0,11.0,11.0,7.0,1.0,3.0,0.0,0.0,Stamford Bridge,32190,Peter Bankes,"James Mainwaring, Timothy Wood",Robert Jones,Jarred Gillet,Natalie Aspinall
34,7/05/2022,15:00,C Palace,Watford,1,0,[78],[],67.7,32.3,15.0,6.0,7.0,1.0,4.0,2.0,4.0,3.0,85.2,69.8,1.0,0.0,8.0,5.0,2.0,0.0,36.4,62.5,45.2,54.8,1.0,6.0,11.0,18.0,16.0,11.0,2.0,1.0,0.0,1.0,Selhurst Park,24622,Graham Scott,"Matt Wilkes, Richard West",Tony Harrington,Kevin Friend,Harry Lennard
35,7/05/2022,17:30,Brighton,Man Utd,4,0,"[78, 80]",[],42.0,58.0,17.0,15.0,6.0,5.0,7.0,7.0,4.0,3.0,78.6,84.6,3.0,1.0,7.0,6.0,3.0,3.0,81.8,84.6,40.9,59.1,5.0,1.0,13.0,9.0,9.0,12.0,0.0,2.0,0.0,0.0,Amex Stadium,31637,Andy Madley,"Darren Cann, Adrian Holmes",John Brooks,Chris Kavanagh,Adam Nunn
36,7/05/2022,19:45,Liverpool,Tottenham,1,1,[78],[56],64.9,35.1,22.0,8.0,3.0,3.0,6.0,2.0,13.0,3.0,85.8,74.9,0.0,1.0,11.0,5.0,0.0,0.0,57.9,60.0,55.6,44.4,2.0,2.0,12.0,8.0,7.0,12.0,3.0,2.0,0.0,0.0,Anfield,53177,Michael Oliver,"Simon Bennett, Stuart Burt",Martin Atkinson,Darren England,Marc Perry
37,2/05/2022,20:00,Man Utd,Brentford,3,0,"[78, 80]",[],64.1,35.9,9.0,12.0,5.0,4.0,3.0,5.0,1.0,3.0,91.2,82.2,1.0,1.0,3.0,8.0,3.0,2.0,72.7,55.6,60.0,40.0,4.0,3.0,4.0,6.0,6.0,4.0,1.0,0.0,0.0,0.0,Old Trafford,73482,Chris Kavanagh,"Simon Bennett, Harry Lennard",David Coote,Paul Tierney,Sian Massey
38,1/05/2022,14:00,Everton,Chelsea,1,0,[78],[],21.7,78.3,9.0,17.0,4.0,5.0,4.0,7.0,1.0,5.0,58.9,88.5,2.0,1.0,3.0,8.0,0.0,2.0,76.9,33.3,50.0,50.0,5.0,3.0,9.0,12.0,11.0,9.0,3.0,5.0,0.0,0.0,Goodison Park,39256,Kevin Friend,"Adrian Holmes, Simon Beck",Andy Madley,John Brooks,Mark Scholes
39,1/05/2022,14:00,Tottenham,Leicester,3,1,"[78, 80]",[56],39.3,60.7,13.0,6.0,7.0,2.0,4.0,3.0,2.0,1.0,80.4,86.4,2.0,0.0,7.0,3.0,2.0,0.0,70.0,56.3,72.0,28.0,1.0,4.0,13.0,8.0,8.0,13.0,2.0,3.0,0.0,0.0,Tottenham Hotspur Stadium,59482,Jonathan Moss,"Timothy Wood, Marc Perry",Graham Scott,Jarred Gillet,Gary Beswick
40,1/05/2022,16:30,West Ham,Arsenal,1,2,[78],"[56, 90]",56.6,43.4,8.0,13.0,3.0,7.0,1.0,4.0,4.0,2.0,85.8,83.0,0.0,1.0,3.0,7.0,1.0,0.0,54.5,56.3,45.5,54.5,5.0,2.0,7.0,9.0,7.0,6.0,2.0,2.0,0.0,0.0,London Stadium,59959,Mike Dean,"Ian Hussin, Darren Cann",Simon Hooper,Darren England,Matt Wilkes
41,30/04/2022,24:30,Newcastle,Liverpool,0,1,[],[56],33.9,66.1,4.0,24.0,2.0,10.0,1.0,10.0,1.0,4.0,64.2,83.7,0.0,2.0,0.0,6.0,9.0,1.0,52.6,40.0,54.1,45.9,9.0,2.0,11.0,11.0,9.0,11.0,1.0,3.0,0.0,0.0,"""St James Park",52281,Andre Marriner,"Scott Ledger, Simon Long",Andy Madley,Mike Dean,Darren Cann
42,30/04/2022,15:00,A Villa,Norwich,2,0,"[78, 80]",[],45.1,54.9,21.0,9.0,6.0,3.0,8.0,6.0,7.0,0.0,79.6,81.9,2.0,0.0,2.0,3.0,3.0,0.0,73.1,50.0,52.6,47.4,3.0,4.0,16.0,8.0,8.0,16.0,4.0,1.0,0.0,0.0,Villa Park,40290,John Brooks,"Wade Smith, Adam Nunn",Kevin Friend,Lee Mason,Harry Lennard
43,30/04/2022,15:00,"""Soton""",C Palace,1,2,[78],"[56, 90]",38.3,61.7,8.0,14.0,3.0,5.0,3.0,3.0,2.0,6.0,67.8,82.4,0.0,0.0,6.0,7.0,0.0,4.0,73.9,62.5,59.3,40.7,3.0,2.0,13.0,11.0,9.0,13.0,1.0,3.0,0.0,0.0,"""St. Marys Stadium""",31359,Jarred Gillet,"Nicholas Hopton, Lee Betts",Keith Stroud,Peter Bankes,James Mainwaring
44,30/04/2022,15:00,Watford,Burnley,1,2,[78],"[56, 90]",46.5,53.5,13.0,17.0,1.0,6.0,9.0,5.0,3.0,6.0,63.8,67.9,0.0,1.0,5.0,6.0,1.0,0.0,50.0,56.3,56.6,43.4,4.0,1.0,13.0,9.0,9.0,13.0,1.0,2.0,0.0,0.0,Vicarage Road,20738,Craig Pawson,"Edward Smart, Daniel Cook",Jonathan Moss,Stuart Attwell,Marc Perry
45,30/04/2022,15:00,Wolves,Brighton,0,3,[],"[56, 90]",49.2,50.8,11.0,17.0,1.0,9.0,5.0,4.0,5.0,4.0,82.3,82.7,0.0,1.0,7.0,3.0,1.0,1.0,68.4,81.8,57.1,42.9,6.0,1.0,6.0,4.0,4.0,5.0,2.0,1.0,0.0,0.0,Molineux,31243,Simon Hooper,"Derek Eaton, Stuart Burt",James Linington,Michael Salisbury,Ian Hussin
46,30/04/2022,17:30,Leeds,Man City,0,4,[],"[56, 90]",40.9,59.1,7.0,19.0,2.0,6.0,1.0,6.0,4.0,7.0,78.1,88.7,2.0,5.0,3.0,6.0,3.0,1.0,44.8,44.4,42.9,57.1,2.0,1.0,13.0,3.0,3.0,13.0,1.0,2.0,0.0,0.0,Elland Road,35771,Paul Tierney,"Neil Davies, Constantine Hatzidakis",David Coote,Darren England,Gary Beswick
47,28/04/2022,19:45,Man Utd,Chelsea,1,1,[78],[56],35.2,64.8,6.0,21.0,3.0,6.0,1.0,9.0,2.0,6.0,78.8,88.5,1.0,3.0,2.0,9.0,2.0,3.0,75.0,50.0,55.6,44.4,5.0,2.0,9.0,12.0,10.0,9.0,0.0,1.0,0.0,0.0,Old Trafford,73564,Mike Dean,"Darren Cann, Ian Hussin",Robert Jones,John Brooks,Timothy Wood
48,25/04/2022,20:00,C Palace,Leeds,0,0,[],[],52.5,47.5,17.0,9.0,7.0,2.0,6.0,4.0,4.0,3.0,75.2,69.1,0.0,0.0,6.0,3.0,1.0,1.0,53.8,58.6,57.8,42.2,2.0,7.0,12.0,13.0,13.0,12.0,2.0,2.0,0.0,0.0,Selhurst Park,25357,Darren England,"James Mainwaring, Constantine Hatzidakis",Graham Scott,Jarred Gillet,Derek Eaton
49,24/04/2022,14:00,Brighton,"""Soton""",2,2,"[78, 80]","[56, 90]",48.8,51.2,8.0,18.0,5.0,5.0,0.0,6.0,3.0,7.0,65.1,70.5,1.0,0.0,6.0,6.0,2.0,3.0,47.1,30.8,53.3,46.7,3.0,4.0,12.0,7.0,6.0,12.0,1.0,0.0,0.0,0.0,Amex Stadium,31335,Robert Jones,"Daniel Cook, Wade Smith",Simon Hooper,Michael Salisbury,Nicholas Hopton
50,24/04/2022,14:00,Burnley,Wolves,1,0,[78],[],35.9,64.1,14.0,10.0,5.0,4.0,5.0,1.0,4.0,5.0,74.1,82.7,1.0,0.0,3.0,6.0,5.0,2.0,70.0,57.1,47.8,52.2,4.0,4.0,8.0,7.0,7.0,6.0,3.0,1.0,0.0,0.0,Turf Moor,19246,Anthony Taylor,"Gary Beswick, Adam Nunn",David Coote,Mike Dean,Harry Lennard
51,24/04/2022,14:00,Chelsea,West Ham,1,0,[78],[],66.6,33.4,26.0,6.0,5.0,2.0,9.0,2.0,12.0,2.0,88.5,74.6,1.0,0.0,3.0,1.0,2.0,2.0,54.5,71.4,50.0,50.0,2.0,4.0,11.0,9.0,8.0,10.0,1.0,0.0,0.0,1.0,Stamford Bridge,32231,Michael Oliver,"Stuart Burt, Simon Bennett",Andre Marriner,Paul Tierney,Simon Long
52,24/04/2022,16:30,Liverpool,Everton,2,0,"[78, 80]",[],82.4,17.6,18.0,9.0,4.0,1.0,11.0,4.0,3.0,4.0,89.1,54.9,2.0,0.0,13.0,1.0,1.0,0.0,66.7,50.0,54.2,45.8,1.0,2.0,8.0,8.0,7.0,7.0,2.0,5.0,0.0,0.0,Anfield,53213,Stuart Attwell,"Timothy Wood, Lee Betts",Jonathan Moss,Darren England,Dan Robathan
53,23/04/2022,24:30,Arsenal,Man Utd,3,1,"[78, 80]",[56],54.9,45.1,14.0,14.0,7.0,5.0,5.0,6.0,2.0,3.0,84.8,81.8,1.0,3.0,1.0,7.0,2.0,2.0,70.0,76.9,25.0,75.0,4.0,4.0,9.0,12.0,12.0,8.0,3.0,4.0,0.0,0.0,Emirates Stadium,60223,Craig Pawson,"Edward Smart, Dan Robathan",David Coote,Jarred Gillet,Sian Massey
54,23/04/2022,15:00,Leicester,A Villa,0,0,[],[],64.1,35.9,5.0,11.0,2.0,3.0,3.0,4.0,0.0,4.0,85.4,68.5,0.0,0.0,7.0,6.0,0.0,1.0,53.8,80.0,50.0,50.0,3.0,2.0,15.0,16.0,16.0,14.0,3.0,2.0,0.0,0.0,The King Power Stadium,32185,Andy Madley,"Richard West, Mark Scholes",Darren England,Peter Bankes,Neil Davies
55,23/04/2022,15:00,Man City,Watford,5,1,"[78, 80]",[56],74.0,26.0,21.0,5.0,8.0,2.0,7.0,2.0,6.0,1.0,88.3,72.9,3.0,1.0,11.0,4.0,0.0,2.0,64.0,63.6,60.0,40.0,1.0,4.0,9.0,7.0,7.0,9.0,1.0,0.0,0.0,0.0,Etihad Stadium,53013,Kevin Friend,"Simon Beck, Adrian Holmes",Jonathan Moss,Lee Mason,Darren Cann
56,23/04/2022,15:00,Norwich,Newcastle,0,3,[],"[56, 90]",45.4,54.6,5.0,13.0,2.0,7.0,3.0,6.0,0.0,0.0,75.5,83.0,2.0,2.0,2.0,3.0,1.0,0.0,60.0,73.3,47.6,52.4,4.0,2.0,11.0,10.0,10.0,11.0,0.0,2.0,0.0,0.0,Carrow Road,26910,Chris Kavanagh,"Matt Wilkes, Marc Perry",James Linington,Simon Hooper,Wade Smith
57,23/04/2022,17:30,Brentford,Tottenham,0,0,[],[],44.0,56.0,15.0,9.0,2.0,0.0,6.0,4.0,7.0,5.0,75.3,84.8,1.0,0.0,12.0,8.0,1.0,1.0,50.0,72.7,48.4,51.6,0.0,1.0,8.0,7.0,6.0,8.0,2.0,1.0,0.0,0.0,Gtech Community Stadium,17072,Martin Atkinson,"Simon Long, Scott Ledger",Tony Harrington,Paul Tierney,Simon Bennett
58,21/04/2022,19:45,Burnley,"""Soton""",2,0,"[78, 80]",[],43.0,57.0,16.0,11.0,6.0,3.0,4.0,4.0,6.0,4.0,68.9,82.7,4.0,2.0,10.0,10.0,3.0,2.0,53.3,60.0,57.1,42.9,4.0,4.0,7.0,7.0,7.0,7.0,2.0,2.0,0.0,0.0,Turf Moor,17384,Stuart Attwell,"Stuart Burt, Wade Smith",Peter Bankes,John Brooks,Daniel Cook
