,Date,Time,local,visit,g_loc,g_vis,m_loc,m_vis,PossH,PossA,TSH,TSA,On_TargetH,On_TargetA,Off_TargetH,Off_TargetA,BlockedH,BlockedA,PassingpcH,PassingpcA,ClearCutChancesH,ClearCutChancesA,CornersH,CornersA,OffsidesH,OffsidesA,TacklespcH,TacklespcA,AerialDuelspcH,AerialDuelspcA,SavesH,SavesA,FoulsCommittedH,FoulsCommittedA,FoulsWonH,FoulsWonA,YellowCardsH,YellowCardsA,RedCardsH,RedCardsA,Stadium,Attendance,Referee,Assistants,Fourth_official,VAR,Assistant_VAR
10,19/05/2021,18:00,Newcastle,Sheff Utd,1,0,[45],[],50.9,49.1,16.0,11.0,5.0,1.0,9.0,9.0,2.0,1.0,89.1,84.2,3.0,1.0,5.0,2.0,2.0,4.0,12.5,58.8,53.3,46.7,1.0,4.0,7.0,7.0,7.0,6.0,0.0,2.0,0.0,0.0,"""St James Park",10000,Robert Jones,"Edward Smart, Harry Lennard",Tony Harrington,Martin Atkinson,Peter Kirkup
11,19/05/2021,18:00,Tottenham,A Villa,1,2,[8],"[20, 39]",60.8,39.2,10.0,20.0,4.0,4.0,2.0,9.0,4.0,7.0,83.8,80.4,0.0,1.0,4.0,5.0,2.0,3.0,61.9,50.0,48.0,52.0,3.0,3.0,14.0,13.0,13.0,14.0,1.0,1.0,0.0,0.0,Tottenham Hotspur Stadium,10000,Craig Pawson,"Ian Hussin, Richard West",Simon Hooper,Kevin Friend,Simon Beck
12,19/05/2021,19:00,C Palace,Arsenal,1,3,[62],"[35, 90, 90]",31.3,68.7,12.0,6.0,6.0,3.0,4.0,1.0,2.0,2.0,70.2,86.6,1.0,3.0,6.0,7.0,3.0,2.0,60.0,62.5,50.0,50.0,0.0,5.0,7.0,7.0,6.0,6.0,2.0,1.0,0.0,0.0,Selhurst Park,6500,Anthony Taylor,"Adam Nunn, Gary Beswick",Andre Marriner,Stuart Attwell,Scott Ledger
13,19/05/2021,20:15,Burnley,Liverpool,0,3,[],"[43, 52, 88]",41.2,58.8,10.0,20.0,4.0,3.0,3.0,9.0,3.0,8.0,77.6,84.9,2.0,3.0,6.0,7.0,1.0,1.0,50.0,46.7,36.8,63.2,0.0,4.0,10.0,7.0,7.0,8.0,0.0,0.0,0.0,0.0,Turf Moor,3387,Chris Kavanagh,"Daniel Cook, Sian Massey",Jonathan Moss,Paul Tierney,Simon Bennett
14,19/05/2021,20:15,W Brom,West Ham,1,3,[27],"[45, 82, 88]",52.5,47.5,14.0,21.0,4.0,9.0,5.0,9.0,5.0,3.0,74.5,73.6,0.0,4.0,6.0,8.0,2.0,1.0,50.0,56.3,58.5,41.5,6.0,3.0,8.0,11.0,10.0,8.0,2.0,2.0,0.0,0.0,The Hawthorns,5371,Michael Oliver,"Lee Betts, Stuart Burt",Darren England,Jarred Gillet,Stephen Child
15,18/05/2021,18:00,Man Utd,Fulham,1,1,[15],[76],57.1,42.9,13.0,8.0,6.0,5.0,5.0,2.0,2.0,1.0,86.6,81.2,1.0,2.0,6.0,1.0,4.0,1.0,46.2,56.0,50.0,50.0,4.0,5.0,10.0,15.0,15.0,10.0,2.0,3.0,0.0,0.0,Old Trafford,10000,Lee Mason,"Simon Bennett, Adrian Holmes",Anthony Taylor,Simon Hooper,Matt Wilkes
16,18/05/2021,18:00,"""Soton""",Leeds,0,2,[],"[73, 90]",51.3,48.7,18.0,15.0,3.0,7.0,11.0,6.0,4.0,2.0,82.7,74.7,0.0,1.0,4.0,5.0,2.0,1.0,65.2,57.1,38.5,61.5,5.0,3.0,10.0,12.0,12.0,9.0,0.0,3.0,0.0,0.0,"""St. Marys Stadium""",7291,Peter Bankes,"Neil Davies, James Mainwaring",Kevin Friend,David Coote,Marc Perry
17,18/05/2021,19:00,Brighton,Man City,3,2,"[50, 72, 76]","[2, 10]",62.7,37.3,19.0,8.0,6.0,4.0,4.0,2.0,9.0,2.0,89.0,83.4,0.0,1.0,5.0,3.0,3.0,1.0,50.0,40.0,52.0,48.0,2.0,3.0,13.0,11.0,11.0,13.0,3.0,3.0,0.0,1.0,Amex Stadium,7945,Stuart Attwell,"Nicholas Hopton, Constantine Hatzidakis",Graham Scott,Jonathan Moss,Timothy Wood
18,18/05/2021,20:15,Chelsea,Leicester,2,1,"[47, 66]",[76],58.6,41.4,17.0,7.0,6.0,3.0,5.0,3.0,6.0,1.0,84.9,76.1,1.0,2.0,6.0,5.0,1.0,0.0,68.4,65.2,53.1,46.9,2.0,4.0,15.0,16.0,15.0,14.0,2.0,5.0,0.0,0.0,Stamford Bridge,7195,Mike Dean,"Mark Scholes, Darren Cann",Andy Madley,Andre Marriner,Stephen Child
19,16/05/2021,24:00,C Palace,A Villa,3,2,"[32, 75, 84]","[17, 34]",45.5,54.5,23.0,19.0,8.0,5.0,3.0,8.0,12.0,6.0,73.5,78.1,0.0,1.0,7.0,7.0,2.0,2.0,66.7,53.8,51.4,48.6,3.0,5.0,23.0,13.0,13.0,23.0,3.0,2.0,0.0,0.0,Selhurst Park.,,David Coote,"Nicholas Hopton, James Mainwaring",Robert Jones,Paul Tierney,Andy Halliday
20,16/05/2021,14:05,Tottenham,Wolves,2,0,"[45, 62]",[],61.9,38.1,24.0,15.0,13.0,3.0,9.0,7.0,2.0,5.0,87.5,82.8,2.0,1.0,10.0,3.0,2.0,3.0,90.9,65.0,58.1,41.9,3.0,9.0,8.0,11.0,11.0,8.0,1.0,0.0,0.0,0.0,Tottenham Hotspur Stadium.,,Martin Atkinson,"Lee Betts, Constantine Hatzidakis",Peter Bankes,Stuart Attwell,Matt Wilkes
21,16/05/2021,16:30,W Brom,Liverpool,1,2,[15],"[33, 90]",23.7,76.3,9.0,26.0,3.0,6.0,5.0,10.0,1.0,10.0,60.0,87.3,3.0,1.0,9.0,13.0,3.0,2.0,12.5,50.0,51.1,48.9,4.0,2.0,7.0,14.0,14.0,7.0,0.0,0.0,0.0,0.0,The Hawthorns.,,Mike Dean,"Mark Scholes, Darren Cann",Andy Madley,Kevin Friend,Dan Robathan
22,16/05/2021,19:00,Everton,Sheff Utd,0,1,[],[7],62.4,37.6,16.0,10.0,6.0,3.0,5.0,3.0,5.0,4.0,86.1,77.4,1.0,1.0,11.0,4.0,0.0,3.0,52.4,50.0,70.0,30.0,2.0,6.0,8.0,12.0,12.0,8.0,1.0,3.0,0.0,0.0,Goodison Park.,,Jonathan Moss,"Marc Perry, Timothy Wood",Lee Mason,Simon Hooper,Peter Kirkup
23,15/05/2021,24:30,Burnley,Leeds,0,4,[],"[44, 60, 77, 79]",48.2,51.8,16.0,16.0,4.0,6.0,8.0,5.0,4.0,5.0,76.8,76.4,2.0,3.0,6.0,8.0,2.0,6.0,66.7,54.5,60.5,39.5,2.0,4.0,10.0,10.0,10.0,10.0,1.0,1.0,0.0,0.0,Turf Moor.,,,,,,
24,15/05/2021,15:00,"""Soton""",Fulham,3,1,"[27, 60, 82]",[75],46.2,53.8,11.0,10.0,7.0,3.0,2.0,4.0,2.0,3.0,86.2,86.5,2.0,1.0,6.0,5.0,3.0,1.0,57.9,56.5,50.0,50.0,2.0,3.0,9.0,15.0,14.0,9.0,0.0,1.0,0.0,0.0,"""St. Marys Stadium.""",,Craig Pawson,"Richard West, Ian Hussin",Robert Jones,David Coote,Neil Davies
25,15/05/2021,20:00,Brighton,West Ham,1,1,[84],[87],51.1,48.9,10.0,15.0,2.0,3.0,2.0,8.0,6.0,4.0,85.4,85.9,1.0,3.0,3.0,3.0,0.0,2.0,44.4,33.3,28.6,71.4,1.0,1.0,7.0,5.0,4.0,7.0,1.0,0.0,0.0,0.0,Amex Stadium.,,Andre Marriner,"Simon Long, Scott Ledger",Simon Hooper,Paul Tierney,Andy Halliday
26,14/05/2021,20:00,Newcastle,Man City,3,4,"[25, 45, 62]","[39, 42, 64, 66]",17.9,82.1,11.0,15.0,5.0,6.0,3.0,7.0,3.0,2.0,67.7,94.2,0.0,1.0,4.0,5.0,0.0,0.0,38.5,42.9,52.6,47.4,2.0,2.0,11.0,10.0,10.0,10.0,2.0,2.0,0.0,0.0,"""St James Park",,Kevin Friend,"Adrian Holmes, Simon Beck",Lee Mason,Darren England,Harry Lennard
27,13/05/2021,18:00,A Villa,Everton,0,0,[],[],58.0,42.0,13.0,15.0,2.0,5.0,7.0,9.0,4.0,1.0,83.9,81.5,1.0,0.0,9.0,1.0,0.0,2.0,71.4,44.4,42.1,57.9,5.0,2.0,9.0,12.0,12.0,8.0,2.0,1.0,0.0,0.0,Villa Park.,,Martin Atkinson,"Daniel Cook, Constantine Hatzidakis",Craig Pawson,Graham Scott,Nicholas Hopton
28,13/05/2021,20:15,Man Utd,Liverpool,2,4,"[10, 68]","[34, 45, 47, 90]",53.3,46.7,18.0,17.0,3.0,8.0,8.0,5.0,7.0,4.0,78.9,78.9,2.0,5.0,6.0,4.0,1.0,1.0,59.1,56.3,57.1,42.9,4.0,0.0,10.0,12.0,10.0,9.0,3.0,0.0,0.0,0.0,Old Trafford.,,Anthony Taylor,"Adam Nunn, Gary Beswick, Stuart Burt, Simon Bennett",David Coote,Paul Tierney,Timothy Wood
29,12/05/2021,20:15,Chelsea,Arsenal,0,1,[],[16],67.7,32.3,19.0,5.0,5.0,2.0,9.0,1.0,5.0,2.0,89.7,79.4,0.0,1.0,9.0,1.0,4.0,2.0,100.0,57.1,68.0,32.0,2.0,4.0,7.0,6.0,5.0,5.0,0.0,1.0,0.0,0.0,Stamford Bridge.,,Andre Marriner,"Simon Long, Scott Ledger",Lee Mason,Kevin Friend,Darren Cann
30,11/05/2021,18:00,Man Utd,Leicester,1,2,[15],"[10, 66]",53.1,46.9,4.0,12.0,1.0,3.0,3.0,3.0,0.0,6.0,82.4,82.3,0.0,1.0,3.0,4.0,3.0,0.0,58.3,47.1,43.5,56.5,1.0,0.0,9.0,12.0,12.0,9.0,0.0,0.0,0.0,0.0,Old Trafford.,,Craig Pawson,"Richard West, Ian Hussin",Mike Dean,Jonathan Moss,Marc Perry
31,11/05/2021,20:15,"""Soton""",C Palace,3,1,"[19, 75, 48]",[2],62.7,37.3,13.0,11.0,6.0,4.0,3.0,2.0,4.0,5.0,87.2,76.2,2.0,0.0,12.0,8.0,1.0,2.0,69.2,58.8,27.3,72.7,3.0,3.0,20.0,13.0,13.0,20.0,2.0,3.0,0.0,0.0,"""St. Marys Stadium.""",,Andy Madley,"Edward Smart, Mark Scholes",John Brooks,Simon Hooper,Derek Eaton
32,10/05/2021,20:00,Fulham,Burnley,0,2,[],"[35, 44]",68.0,32.0,21.0,14.0,3.0,5.0,11.0,6.0,7.0,3.0,75.4,47.8,0.0,3.0,8.0,4.0,4.0,1.0,50.0,52.9,50.7,49.3,3.0,3.0,11.0,10.0,8.0,11.0,2.0,0.0,0.0,0.0,Craven Cottage.,,David Coote,"Nicholas Hopton, Harry Lennard",Robert Jones,Peter Bankes,Timothy Wood
33,9/05/2021,24:00,Wolves,Brighton,2,1,"[76, 90]",[13],60.7,39.3,16.0,5.0,6.0,3.0,3.0,1.0,7.0,1.0,88.9,82.3,1.0,0.0,10.0,5.0,0.0,2.0,57.1,66.7,21.7,78.3,2.0,4.0,12.0,7.0,7.0,11.0,2.0,2.0,0.0,2.0,Molineux.,,Jonathan Moss,"Marc Perry, Timothy Wood",Andy Madley,Andre Marriner,Andy Halliday
34,9/05/2021,14:05,A Villa,Man Utd,1,3,[24],"[52, 56, 87]",41.1,58.9,11.0,18.0,5.0,7.0,3.0,4.0,3.0,7.0,80.2,85.8,0.0,1.0,5.0,6.0,0.0,0.0,35.7,70.0,37.5,62.5,4.0,5.0,13.0,18.0,17.0,12.0,1.0,1.0,1.0,0.0,Villa Park.,,Chris Kavanagh,"Constantine Hatzidakis, Sian Massey",Martin Atkinson,Jarred Gillet,Lee Betts
35,9/05/2021,16:30,West Ham,Everton,0,1,[],[24],68.6,31.4,11.0,9.0,0.0,3.0,6.0,4.0,5.0,2.0,90.1,74.1,1.0,2.0,5.0,6.0,2.0,2.0,62.5,62.5,41.4,58.6,2.0,0.0,8.0,10.0,10.0,8.0,2.0,1.0,0.0,0.0,London Stadium.,,Stuart Attwell,"Daniel Cook, Simon Long",Craig Pawson,Darren England,Peter Kirkup
36,9/05/2021,19:00,Arsenal,W Brom,3,1,"[29, 35, 90]",[67],65.7,34.3,15.0,12.0,7.0,1.0,5.0,7.0,3.0,4.0,86.3,72.9,1.0,3.0,6.0,6.0,1.0,2.0,72.7,78.6,47.8,52.2,0.0,4.0,7.0,9.0,8.0,7.0,1.0,2.0,0.0,0.0,Emirates Stadium.,,Peter Bankes,"James Mainwaring, Neil Davies",David Coote,Mike Dean,Dan Robathan
37,8/05/2021,24:30,Leeds,Tottenham,3,1,"[13, 42, 84]",[25],53.3,46.7,16.0,11.0,7.0,3.0,5.0,4.0,4.0,4.0,79.6,74.9,2.0,1.0,8.0,6.0,1.0,2.0,50.0,53.3,62.9,37.1,2.0,5.0,12.0,10.0,10.0,12.0,1.0,2.0,0.0,0.0,Elland Road.,,Michael Oliver,"Simon Bennett, Stuart Burt",Chris Kavanagh,Paul Tierney,Neil Davies
38,8/05/2021,15:00,Sheff Utd,C Palace,0,2,[],"[2, 88]",49.8,50.2,7.0,21.0,0.0,8.0,6.0,7.0,1.0,6.0,80.8,78.7,1.0,3.0,5.0,11.0,2.0,1.0,59.1,66.7,44.1,55.9,6.0,0.0,11.0,8.0,8.0,10.0,1.0,1.0,0.0,0.0,Bramall Lane.,,Simon Hooper,"Edward Smart, Derek Eaton",Lee Mason,Robert Jones,Matt Wilkes
39,8/05/2021,17:30,Man City,Chelsea,1,2,[44],"[63, 90]",48.3,51.7,16.0,12.0,4.0,5.0,6.0,4.0,6.0,3.0,91.1,90.2,1.0,1.0,6.0,2.0,1.0,5.0,55.6,60.0,33.3,66.7,3.0,3.0,12.0,10.0,10.0,12.0,2.0,0.0,0.0,0.0,Etihad Stadium.,,Anthony Taylor,"Gary Beswick, Adam Nunn",Jonathan Moss,Stuart Attwell,Andy Halliday
40,8/05/2021,20:15,Liverpool,"""Soton""",2,0,"[31, 90]",[],54.1,45.9,14.0,12.0,6.0,6.0,5.0,4.0,3.0,2.0,87.3,83.5,4.0,2.0,8.0,4.0,4.0,1.0,46.7,38.9,70.8,29.2,6.0,4.0,10.0,6.0,6.0,10.0,0.0,1.0,0.0,0.0,Anfield.,,Kevin Friend,"Adrian Holmes, Simon Beck",Andy Madley,Andre Marriner,Andy Halliday
41,7/05/2021,20:00,Leicester,Newcastle,2,4,"[80, 87]","[22, 34, 64, 73]",68.3,31.7,25.0,14.0,9.0,6.0,7.0,4.0,9.0,4.0,86.7,71.2,3.0,3.0,9.0,6.0,2.0,1.0,69.2,55.6,56.3,43.8,2.0,7.0,12.0,9.0,9.0,11.0,1.0,1.0,0.0,0.0,The King Power Stadium.,,Darren England,"Darren Cann, Lee Betts",Craig Pawson,Paul Tierney,Scott Ledger
42,3/05/2021,18:00,W Brom,Wolves,1,1,[62],[45],42.4,57.6,10.0,20.0,4.0,10.0,5.0,6.0,1.0,4.0,72.6,77.3,2.0,0.0,5.0,6.0,1.0,2.0,38.1,65.0,45.9,54.1,9.0,2.0,17.0,11.0,10.0,16.0,2.0,0.0,0.0,0.0,The Hawthorns.,,Paul Tierney,"Lee Betts, Constantine Hatzidakis",Mike Dean,Craig Pawson,Sian Massey
43,3/05/2021,20:15,Burnley,West Ham,1,2,[19],"[21, 29]",44.6,55.4,8.0,22.0,3.0,4.0,3.0,12.0,2.0,6.0,71.4,78.5,0.0,2.0,5.0,4.0,2.0,2.0,25.0,60.0,27.3,72.7,2.0,1.0,4.0,8.0,8.0,4.0,2.0,1.0,0.0,0.0,Turf Moor.,,Anthony Taylor,"Adam Nunn, Gary Beswick",Jonathan Moss,Stuart Attwell,Mark Scholes
44,2/05/2021,14:00,Newcastle,Arsenal,0,2,[],"[5, 66]",38.6,61.4,5.0,19.0,1.0,5.0,3.0,10.0,1.0,4.0,87.1,90.8,0.0,1.0,3.0,7.0,1.0,1.0,50.0,16.7,52.2,47.8,2.0,1.0,10.0,9.0,9.0,10.0,2.0,1.0,1.0,0.0,"""St James Park",,Mike Dean,"Ian Hussin, Dan Robathan",Andy Madley,Chris Kavanagh,Matt Wilkes
45,2/05/2021,19:15,Tottenham,Sheff Utd,4,0,"[36, 61, 69, 77]",[],65.8,34.2,20.0,8.0,11.0,1.0,6.0,3.0,3.0,4.0,90.9,77.2,2.0,0.0,6.0,6.0,3.0,0.0,54.5,53.8,61.9,38.1,1.0,6.0,8.0,9.0,8.0,7.0,1.0,1.0,0.0,0.0,Tottenham Hotspur Stadium.,,Andre Marriner,"Simon Long, Scott Ledger",Kevin Friend,Peter Bankes,James Mainwaring
46,1/05/2021,24:30,C Palace,Man City,0,2,[],"[57, 59]",30.0,70.0,9.0,20.0,4.0,3.0,4.0,10.0,1.0,7.0,73.1,87.6,0.0,0.0,2.0,6.0,3.0,1.0,66.7,55.0,48.6,51.4,1.0,4.0,9.0,10.0,9.0,8.0,2.0,0.0,0.0,0.0,Selhurst Park.,,David Coote,"Nicholas Hopton, Marc Perry",Stuart Attwell,Jonathan Moss,Gary Beswick
47,1/05/2021,15:00,Brighton,Leeds,2,0,"[14, 79]",[],41.9,58.1,17.0,11.0,5.0,2.0,8.0,5.0,4.0,4.0,80.1,82.6,3.0,0.0,2.0,9.0,0.0,1.0,54.5,64.7,56.7,43.3,2.0,3.0,17.0,6.0,6.0,15.0,1.0,1.0,0.0,0.0,Amex Stadium.,,Chris Kavanagh,"Neil Davies, Daniel Cook",John Brooks,Jarred Gillet,Lee Betts
48,1/05/2021,17:30,Chelsea,Fulham,2,0,"[10, 49]",[],48.7,51.3,9.0,10.0,5.0,3.0,1.0,4.0,3.0,3.0,85.1,85.6,3.0,0.0,1.0,8.0,7.0,1.0,45.8,71.4,47.8,52.2,3.0,3.0,15.0,8.0,7.0,14.0,1.0,1.0,0.0,0.0,Stamford Bridge.,,Kevin Friend,"Adrian Holmes, Simon Beck",Robert Jones,Darren England,Adam Nunn
49,1/05/2021,20:00,Everton,A Villa,1,2,[19],"[13, 80]",47.5,52.5,16.0,13.0,3.0,5.0,7.0,5.0,6.0,3.0,81.9,81.9,2.0,3.0,3.0,6.0,2.0,2.0,65.0,60.0,40.7,59.3,3.0,2.0,10.0,13.0,11.0,10.0,0.0,2.0,0.0,0.0,Goodison Park.,,Simon Hooper,"Harry Lennard, Derek Eaton",Andy Madley,Graham Scott,Peter Kirkup
50,30/04/2021,20:00,"""Soton""",Leicester,1,1,[10],[68],29.2,70.8,5.0,23.0,3.0,9.0,0.0,9.0,2.0,5.0,65.8,84.4,0.0,3.0,0.0,10.0,1.0,5.0,50.0,52.6,28.2,71.8,8.0,2.0,9.0,13.0,12.0,9.0,1.0,0.0,1.0,0.0,"""St. Marys Stadium.""",,Robert Jones,"Mark Scholes, Darren Cann",Andre Marriner,Jonathan Moss,Gary Beswick
51,26/04/2021,20:00,Leicester,C Palace,2,1,"[50, 80]",[12],66.8,33.2,13.0,4.0,5.0,2.0,6.0,1.0,2.0,1.0,83.4,64.7,2.0,2.0,7.0,2.0,2.0,3.0,63.2,61.5,45.0,55.0,1.0,3.0,13.0,12.0,12.0,11.0,0.0,1.0,0.0,0.0,The King Power Stadium.,,Graham Scott,"Simon Long, Edward Smart",Jonathan Moss,Stuart Attwell,Scott Ledger
52,25/04/2021,24:00,Wolves,Burnley,0,4,[],"[15, 21, 44, 85]",59.2,40.8,12.0,14.0,2.0,7.0,5.0,6.0,5.0,1.0,77.8,71.7,0.0,3.0,8.0,5.0,2.0,2.0,68.8,66.7,47.6,52.4,3.0,2.0,8.0,9.0,8.0,8.0,1.0,2.0,0.0,0.0,Molineux.,,Darren England,"Gary Beswick, Nicholas Hopton",David Coote,Michael Oliver,Andy Halliday
53,25/04/2021,14:00,Leeds,Man Utd,0,0,[],[],44.2,55.8,6.0,16.0,3.0,4.0,1.0,7.0,2.0,5.0,77.7,85.5,0.0,0.0,2.0,6.0,2.0,0.0,56.7,68.8,31.6,68.4,4.0,3.0,21.0,11.0,11.0,21.0,4.0,1.0,0.0,0.0,Elland Road.,,Craig Pawson,"Harry Lennard, Ian Hussin",Lee Mason,Mike Dean,Peter Kirkup
54,25/04/2021,19:00,A Villa,W Brom,2,2,"[9, 90]","[23, 47]",70.2,29.8,24.0,10.0,11.0,4.0,7.0,5.0,6.0,1.0,84.9,57.9,1.0,1.0,11.0,4.0,2.0,1.0,46.2,50.0,56.4,43.6,3.0,9.0,14.0,9.0,9.0,14.0,0.0,2.0,0.0,0.0,Villa Park.,,Stuart Attwell,"Neil Davies, Daniel Cook",Anthony Taylor,Martin Atkinson,Timothy Wood
55,24/04/2021,24:30,Liverpool,Newcastle,1,1,[3],[90],68.5,31.5,22.0,7.0,9.0,4.0,8.0,1.0,5.0,2.0,90.5,80.6,3.0,2.0,6.0,3.0,1.0,4.0,47.6,33.3,47.1,52.9,3.0,8.0,9.0,7.0,6.0,9.0,2.0,1.0,0.0,0.0,Anfield.,,Andre Marriner,"Derek Eaton, Richard West",Lee Mason,Andy Madley,Matt Wilkes
56,24/04/2021,17:30,West Ham,Chelsea,0,1,[],[43],44.5,55.5,9.0,17.0,2.0,6.0,4.0,6.0,3.0,5.0,77.0,84.1,0.0,2.0,4.0,2.0,3.0,3.0,38.9,63.6,42.5,57.5,5.0,2.0,9.0,11.0,11.0,9.0,0.0,4.0,1.0,0.0,London Stadium.,,Chris Kavanagh,"Adam Nunn, Sian Massey",Mike Dean,Peter Bankes,Andy Halliday
57,24/04/2021,20:00,Sheff Utd,Brighton,1,0,[19],[],31.5,68.5,7.0,17.0,3.0,4.0,1.0,8.0,3.0,5.0,67.8,86.9,0.0,3.0,2.0,12.0,0.0,1.0,66.7,40.0,38.5,61.5,4.0,2.0,13.0,7.0,6.0,13.0,3.0,0.0,0.0,0.0,Bramall Lane.,,Kevin Friend,"Simon Beck, Darren Cann",Tony Harrington,Michael Oliver,Andy Halliday
58,23/04/2021,20:00,Arsenal,Everton,0,1,[],[76],59.1,40.9,14.0,8.0,3.0,1.0,3.0,3.0,8.0,4.0,91.5,81.7,0.0,0.0,7.0,3.0,2.0,1.0,40.0,73.7,48.0,52.0,1.0,3.0,13.0,10.0,10.0,13.0,1.0,3.0,0.0,0.0,Emirates Stadium.,,Jonathan Moss,"Dan Robathan, Marc Perry",Graham Scott,David Coote,Stuart Burt
