"['3:00pm, Sunday 11th May 2014.']",['Cardiff'],['Chelsea'],"[<Element span at 0x3a98d80>, <Element span at 0x3a98db0>]",['1'],['2'],"['\n                C Azpilicueta\xa0(', ""15'"", '15th minute', '                ', 'og', 'own goal', ')']","['\n                A Schürrle\xa0(', ""72'"", '72nd minute', ')', '\n                F Torres\xa0(', ""75'"", '75th minute', ')']",36.8,63.2,10,28,3,7,4,13,3,8,77.9,87.7,0,4,3,8,1,2,60,61.9,36.8,63.2,4,3,7,9,9,7,1,2,0,0,"['Cardiff City\n                          vs Chelsea. Premier League.\n                        ', '\n                          ', '3:00pm, Sunday 11th May 2014.', '\n                        ', '\n                          ', 'Cardiff City Stadium', 'Attendance: ', 'Attendance', '27,716.', '\n                       ']","['Referee:', 'Michael Oliver', 'Assistants:', 'Dave Bryan, Darren England', 'Fourth official:', 'Roger East']"
"['3:00pm, Sunday 11th May 2014.']",['Fulham'],['C Palace'],"[<Element span at 0x3a98960>, <Element span at 0x3abe450>]",['2'],['2'],"['\n                C Woodrow\xa0(', ""61'"", '61st minute', ')', '\n                C David\xa0(', ""90+4'"", '94th minute', ')']","['\n                D Gayle\xa0(', ""28'"", '28th minute', ', ', ""83'"", '83rd minute', ')']",66.1,33.9,15,15,5,6,7,4,3,5,84.3,72.3,3,2,6,4,1,1,81,76.2,51.3,48.7,4,3,11,15,14,10,3,1,0,0,"['Fulham\n                          vs Crystal Palace. Premier League.\n                        ', '\n                          ', '3:00pm, Sunday 11th May 2014.', '\n                        ', '\n                          ', 'Craven Cottage', 'Attendance: ', 'Attendance', '24,447.', '\n                       ']","['Referee:', 'Kevin Friend', 'Assistants:', 'Mark Scholes, Ian Hussin', 'Fourth official:', 'Mark Clattenburg']"
"['3:00pm, Sunday 11th May 2014.']",['Hull City'],['Everton'],"[<Element span at 0x3ac2030>, <Element span at 0x3ac22a0>]",['0'],['2'],[],"['\n                J McCarthy\xa0(', ""9'"", '9th minute', ')', '\n                R Lukaku\xa0(', ""46'"", '46th minute', ')']",43,57,12,11,3,4,5,5,4,2,86.3,88.6,0,3,6,4,2,2,56.3,61.5,77.8,22.2,2,3,8,8,7,8,0,1,0,0,"['Hull City\n                          vs Everton. Premier League.\n                        ', '\n                          ', '3:00pm, Sunday 11th May 2014.', '\n                        ', '\n                          ', 'MKM Stadium', 'Attendance: ', 'Attendance', '24,848.', '\n                       ']","['Referee:', 'Howard Webb', 'Assistants:', 'Mike Mullarkey, Darren Cann', 'Fourth official:', 'Anthony Taylor']"
"['3:00pm, Sunday 11th May 2014.']",['Liverpool'],['Newcastle'],"[<Element span at 0x3ac2ed0>, <Element span at 0x3ac2e10>]",['2'],['1'],"['\n                D Agger\xa0(', ""63'"", '63rd minute', ')', '\n                D Sturridge\xa0(', ""65'"", '65th minute', ')']","['\n                M Skrtel\xa0(', ""20'"", '20th minute', '                ', 'og', 'own goal', ')', '\n                S Ameobi\xa0(', 'red card', 'sent off', '\n                ', ""66'"", '66th minute', ')', '\n                P Dummett\xa0(', 'red card', 'sent off', '\n                ', ""87'"", '87th minute', ')']",66.2,33.8,13,8,5,2,3,3,5,3,89.9,78.4,3,1,6,2,3,2,80,94.7,56.5,43.5,2,3,8,16,15,8,1,3,0,2,"['Liverpool\n                          vs Newcastle United. Premier League.\n                        ', '\n                          ', '3:00pm, Sunday 11th May 2014.', '\n                        ', '\n                          ', 'Anfield', 'Attendance: ', 'Attendance', '44,724.', '\n                       ']","['Referee:', 'Phil Dowd', 'Assistants:', 'Stephen Child, Scott Ledger', 'Fourth official:', 'Andre Marriner']"
"['3:00pm, Sunday 11th May 2014.']",['Man City'],['West Ham'],"[<Element span at 0x3ac5fc0>, <Element span at 0x3ac5f60>]",['2'],['0'],"['\n                S Nasri\xa0(', ""39'"", '39th minute', ')', '\n                V Kompany\xa0(', ""49'"", '49th minute', ')']",[],68.1,31.9,28,3,7,0,10,3,11,0,91.6,81.5,3,0,12,1,2,1,76.5,75,60.9,39.1,0,5,7,9,9,7,2,2,0,0,"['Manchester City\n                          vs West Ham United. Premier League.\n                        ', '\n                          ', '3:00pm, Sunday 11th May 2014.', '\n                        ', '\n                          ', 'Etihad Stadium', 'Attendance: ', 'Attendance', '47,300.', '\n                       ']","['Referee:', 'Martin Atkinson', 'Assistants:', 'Peter Kirkup, Harry Lennard', 'Fourth official:', 'Neil Swarbrick']"
"['3:00pm, Sunday 11th May 2014.']",['Norwich'],['Arsenal'],"[<Element span at 0x3acac30>, <Element span at 0x3acad50>]",['0'],['2'],[],"['\n                A Ramsey\xa0(', ""53'"", '53rd minute', ')', '\n                C Jenkinson\xa0(', ""62'"", '62nd minute', ')']",37.7,62.3,11,14,5,8,4,4,2,2,81.7,90,0,2,4,5,3,1,61.5,77.8,66.7,33.3,6,5,6,5,5,6,1,0,0,0,"['Norwich City\n                          vs Arsenal. Premier League.\n                        ', '\n                          ', '3:00pm, Sunday 11th May 2014.', '\n                        ', '\n                          ', 'Carrow Road', 'Attendance: ', 'Attendance', '26,848.', '\n                       ']","['Referee:', 'Lee Mason', 'Assistants:', 'Richard West, Adrian Holmes', 'Fourth official:', ""Andy D'Urso""]"
"['3:00pm, Sunday 11th May 2014.']","[""So'ton""]",['Man Utd'],"[<Element span at 0x3acc6f0>, <Element span at 0x3acc990>]",['1'],['1'],"['\n                R Lambert\xa0(', ""28'"", '28th minute', ')']","['\n                J Mata\xa0(', ""54'"", '54th minute', ')']",58.4,41.6,15,8,6,2,5,5,4,1,84,79.3,1,0,6,2,0,6,92.9,66.7,37.5,62.5,1,5,16,5,5,16,3,2,0,0,"['Southampton\n                          vs Manchester United. Premier League.\n                        ', '\n                          ', '3:00pm, Sunday 11th May 2014.', '\n                        ', '\n                          ', ""St. Mary's Stadium"", 'Attendance: ', 'Attendance', '31,372.', '\n                       ']","['Referee:', 'Mike Dean', 'Assistants:', 'Derek Eaton, Simon Bennett', 'Fourth official:', 'Robert Madley']"
"['3:00pm, Sunday 11th May 2014.']","[""S'land""]",['Swansea '],"[<Element span at 0x3ace390>, <Element span at 0x3ace300>]",['1'],['3'],"['\n                F Borini\xa0(', ""50'"", '50th minute', ')']","['\n                N Dyer\xa0(', ""7'"", '7th minute', ')', '\n                M Emnes\xa0(', ""14'"", '14th minute', ')', '\n                W Bony\xa0(', ""54'"", '54th minute', ')']",53.2,46.8,20,7,4,4,12,1,4,2,85.5,84.5,0,2,6,3,0,0,73.3,76.2,57.9,42.1,1,3,14,15,15,14,2,3,0,0,"['Sunderland\n                          vs Swansea City. Premier League.\n                        ', '\n                          ', '3:00pm, Sunday 11th May 2014.', '\n                        ', '\n                          ', 'Stadium of Light', 'Attendance: ', 'Attendance', '45,580.', '\n                       ']","['Referee:', 'Chris Foy', 'Assistants:', 'Matt Wilkes, Stuart Burt', 'Fourth official:', 'Michael Jones']"
"['3:00pm, Sunday 11th May 2014.']",['Tottenham'],['A Villa'],"[<Element span at 0x3ad4180>, <Element span at 0x3ad40f0>]",['3'],['0'],"['\n                Paulinho\xa0(', ""14'"", '14th minute', ')', '\n                N Baker\xa0(', ""35'"", '35th minute', '                ', 'og', 'own goal', ')', '\n                E Adebayor\xa0(', ""38'"", '38th minute', '                pen)']",[],54.6,45.4,12,4,6,1,4,2,2,1,85,79.6,3,0,5,1,6,0,77.8,70.6,66.7,33.3,1,5,11,11,10,11,1,0,0,0,"['Tottenham Hotspur\n                          vs Aston Villa. Premier League.\n                        ', '\n                          ', '3:00pm, Sunday 11th May 2014.', '\n                        ', '\n                          ', 'White Hart Lane', 'Attendance: ', 'Attendance', '35,826.', '\n                       ']","['Referee:', 'Jonathan Moss', 'Assistants:', 'Simon Long, Lee Betts', 'Fourth official:', 'Andy Woolmer']"
"['3:00pm, Sunday 11th May 2014.']",['W Brom'],['Stoke'],"[<Element span at 0x3ad46c0>, <Element span at 0x3ad4f60>]",['1'],['2'],"['\n                S Sessegnon\xa0(', ""56'"", '56th minute', ')']","['\n                G McAuley\xa0(', ""22'"", '22nd minute', '                ', 'og', 'own goal', ')', '\n                C Adam\xa0(', ""87'"", '87th minute', ')']",43.1,56.9,17,14,5,4,7,7,5,3,82.7,83,0,1,11,6,1,3,83.3,83.3,50,50,3,3,4,7,7,3,0,0,0,0,"['West Bromwich Albion\n                          vs Stoke City. Premier League.\n                        ', '\n                          ', '3:00pm, Sunday 11th May 2014.', '\n                        ', '\n                          ', 'The Hawthorns', 'Attendance: ', 'Attendance', '26,613.', '\n                       ']","['Referee:', 'Lee Probert', 'Assistants:', 'Jake Collin, Mick McDonough', 'Fourth official:', 'Jeremy Simpson']"
