"['4:00pm, Sunday 19th May 2013.']",['Chelsea'],['Everton'],"[<Element span at 0x3865e70>, <Element span at 0x3865ea0>]",['2'],['1'],"['\n                J Mata\xa0(', ""7'"", '7th minute', ')', '\n                F Torres\xa0(', ""76'"", '76th minute', ')']","['\n                S Naismith\xa0(', ""14'"", '14th minute', ')']",43.5,56.5,23,20,6,7,10,8,7,5,84.2,88.4,0,3,7,4,1,1,82.6,95.5,40,60,6,4,8,9,9,7,2,1,0,0,"['Chelsea\n                          vs Everton. Premier League.\n                        ', '\n                          ', '4:00pm, Sunday 19th May 2013.', '\n                        ', '\n                          ', 'Stamford Bridge', 'Attendance: ', 'Attendance', '41,794.', '\n                       ']",[]
"['4:00pm, Sunday 19th May 2013.']",['Liverpool'],['QPR'],"[<Element span at 0x3865a50>, <Element span at 0x3865e40>]",['1'],['0'],"['\n                P Coutinho\xa0(', ""23'"", '23rd minute', ')']",[],66.4,33.6,15,7,8,0,7,7,0,0,88.3,77.2,0,0,14,0,2,1,0,0,0,0,0,0,7,4,3,6,1,3,0,0,"['Liverpool\n                          vs Queens Park Rangers. Premier League.\n                        ', '\n                          ', '4:00pm, Sunday 19th May 2013.', '\n                        ', '\n                          ', 'Anfield', 'Attendance: ', 'Attendance', '44,792.', '\n                       ']",[]
"['4:00pm, Sunday 19th May 2013.']",['Man City'],['Norwich'],"[<Element span at 0x388df60>, <Element span at 0x388df00>]",['2'],['3'],"['\n                J Rodwell\xa0(', ""29'"", '29th minute', ', ', ""59'"", '59th minute', ')']","['\n                A Pilkington\xa0(', ""26'"", '26th minute', ')', '\n                G Holt\xa0(', ""54'"", '54th minute', ')', '\n                J Howson\xa0(', ""65'"", '65th minute', ')']",60.3,39.7,9,14,3,7,6,7,0,0,87.3,81.1,0,0,7,7,2,2,0,0,0,0,0,0,11,9,8,10,1,0,0,0,"['Manchester City\n                          vs Norwich City. Premier League.\n                        ', '\n                          ', '4:00pm, Sunday 19th May 2013.', '\n                        ', '\n                          ', 'Etihad Stadium', 'Attendance: ', 'Attendance', '47,054.', '\n                       ']",[]
"['4:00pm, Sunday 19th May 2013.']",['Newcastle'],['Arsenal'],"[<Element span at 0x388d270>, <Element span at 0x3892a80>]",['0'],['1'],[],"['\n                L Koscielny\xa0(', ""52'"", '52nd minute', ')']",50.7,49.3,5,8,1,2,4,6,0,0,84.8,79.7,0,0,4,4,2,2,0,0,0,0,0,0,18,10,10,17,1,2,0,0,"['Newcastle United\n                          vs Arsenal. Premier League.\n                        ', '\n                          ', '4:00pm, Sunday 19th May 2013.', '\n                        ', '\n                          ', ""St James' Park, Newcastle"", 'Attendance: ', 'Attendance', '52,354.', '\n                       ']",[]
"['4:00pm, Sunday 19th May 2013.']","[""So'ton""]",['Stoke'],"[<Element span at 0x3892b40>, <Element span at 0x3894540>]",['1'],['1'],"['\n                R Lambert\xa0(', ""57'"", '57th minute', ')']","['\n                P Crouch\xa0(', ""47'"", '47th minute', ')']",63,37,11,8,7,3,4,5,0,0,83.5,72.3,0,0,3,4,3,2,0,0,0,0,0,0,10,7,7,9,0,2,0,0,"['Southampton\n                          vs Stoke City. Premier League.\n                        ', '\n                          ', '4:00pm, Sunday 19th May 2013.', '\n                        ', '\n                          ', ""St. Mary's Stadium"", 'Attendance: ', 'Attendance', '31,539.', '\n                       ']",[]
"['4:00pm, Sunday 19th May 2013.']",['Swansea '],['Fulham'],"[<Element span at 0x3892ed0>, <Element span at 0x38990c0>]",['0'],['3'],[],"['\n                A Kacaniklic\xa0(', ""22'"", '22nd minute', ')', '\n                D Berbatov\xa0(', ""77'"", '77th minute', ')', '\n                U Emanuelson\xa0(', ""90+3'"", '93rd minute', ')']",64.4,35.6,20,8,10,5,10,3,0,0,92,81.2,0,0,8,0,5,1,0,0,0,0,0,0,12,10,10,12,3,1,0,0,"['Swansea City\n                          vs Fulham. Premier League.\n                        ', '\n                          ', '4:00pm, Sunday 19th May 2013.', '\n                        ', '\n                          ', 'Swansea.com Stadium', 'Attendance: ', 'Attendance', '20,365.', '\n                       ']",[]
"['4:00pm, Sunday 19th May 2013.']",['Tottenham'],"[""S'land""]","[<Element span at 0x3899fc0>, <Element span at 0x3899f00>]",['1'],['0'],"['\n                G Bale\xa0(', ""90'"", '90th minute', ')']","['\n                D Vaughan\xa0(', 'red card', 'sent off', '\n                ', ""75'"", '75th minute', ')']",68.2,31.8,21,6,14,3,7,3,0,0,81.8,69.4,0,0,14,1,4,2,0,0,0,0,0,0,7,14,13,5,1,2,0,1,"['Tottenham Hotspur\n                          vs Sunderland. Premier League.\n                        ', '\n                          ', '4:00pm, Sunday 19th May 2013.', '\n                        ', '\n                          ', 'White Hart Lane', 'Attendance: ', 'Attendance', '36,763.', '\n                       ']",[]
"['4:00pm, Sunday 19th May 2013.']",['W Brom'],['Man Utd'],"[<Element span at 0x3899630>, <Element span at 0x3899c30>]",['5'],['5'],"['\n                J Morrison\xa0(', ""40'"", '40th minute', ')', '\n                R Lukaku\xa0(', ""50'"", '50th minute', ', ', ""81'"", '81st minute', ', ', ""86'"", '86th minute', ')', '\n                Y Mulumbu\xa0(', ""81'"", '81st minute', ')']","['\n                S Kagawa\xa0(', ""6'"", '6th minute', ')', '\n                J Olsson\xa0(', ""9'"", '9th minute', '                ', 'og', 'own goal', ')', '\n                A Büttner\xa0(', ""30'"", '30th minute', ')', '\n                R van Persie\xa0(', ""53'"", '53rd minute', ')', '\n                J Hernández\xa0(', ""63'"", '63rd minute', ')']",35.4,64.6,19,15,6,6,7,4,6,5,79.1,87.5,7,5,3,5,4,2,84.2,80,63.2,36.8,2,1,12,8,7,12,0,1,0,0,"['West Bromwich Albion\n                          vs Manchester United. Premier League.\n                        ', '\n                          ', '4:00pm, Sunday 19th May 2013.', '\n                        ', '\n                          ', 'The Hawthorns', 'Attendance: ', 'Attendance', '26,438.', '\n                       ']",[]
"['4:00pm, Sunday 19th May 2013.']",['West Ham'],['Reading'],"[<Element span at 0x389cdb0>, <Element span at 0x389c270>]",['4'],['2'],"['\n                K Nolan\xa0(', ""23'"", '23rd minute', ', ', ""79'"", '79th minute', ', ', ""87'"", '87th minute', ')', '\n                R Vaz Te\xa0(', ""34'"", '34th minute', ')']","['\n                G McCleary\xa0(', ""53'"", '53rd minute', ')', '\n                A Le Fondre\xa0(', ""55'"", '55th minute', ')']",48.4,51.6,19,15,10,6,9,9,0,0,77.6,77.5,0,0,6,4,5,1,0,0,0,0,0,0,13,10,9,13,2,1,0,0,"['West Ham United\n                          vs Reading. Premier League.\n                        ', '\n                          ', '4:00pm, Sunday 19th May 2013.', '\n                        ', '\n                          ', 'Boleyn Ground', 'Attendance: ', 'Attendance', '34,973.', '\n                       ']",[]
"['4:00pm, Sunday 19th May 2013.']",['Wigan '],['A Villa'],"[<Element span at 0x38a0ae0>, <Element span at 0x38a0a50>]",['2'],['2'],"['\n                E Boyce\xa0(', ""21'"", '21st minute', ')', '\n                N Baker\xa0(', ""45+3'"", '48th minute', '                ', 'og', 'own goal', ')']","['\n                D Bent\xa0(', ""5'"", '5th minute', ')', '\n                R Vlaar\xa0(', ""61'"", '61st minute', ')']",54,46,11,5,4,3,7,2,0,0,81.3,80.1,0,0,4,2,2,4,0,0,0,0,0,0,11,13,12,10,2,1,0,0,"['Wigan Athletic\n                          vs Aston Villa. Premier League.\n                        ', '\n                          ', '4:00pm, Sunday 19th May 2013.', '\n                        ', '\n                          ', 'DW Stadium.', '\n                       ']",[]
