,Date,Time,local,visit,g_loc,g_vis,m_loc,m_vis,PossH,PossA,TSH,TSA,On_TargetH,On_TargetA,Off_TargetH,Off_TargetA,BlockedH,BlockedA,PassingpcH,PassingpcA,ClearCutChancesH,ClearCutChancesA,CornersH,CornersA,OffsidesH,OffsidesA,TacklespcH,TacklespcA,AerialDuelspcH,AerialDuelspcA,SavesH,SavesA,FoulsCommittedH,FoulsCommittedA,FoulsWonH,FoulsWonA,YellowCardsH,YellowCardsA,RedCardsH,RedCardsA,Stadium,Attendance,Referee,Assistants,Fourth_official,VAR,Assistant_VAR
54,29/04/2023,15:00,Brighton,Wolves,6,0,"[6, 66, 13, 26, 39, 48]",[],57.2,42.8,22.0,10.0,8.0,2.0,7.0,5.0,7.0,3.0,88.2,81.4,4.0,0.0,2.0,5.0,2.0,0.0,60.0,56.3,90.0,10.0,2.0,2.0,14.0,11.0,11.0,14.0,1.0,1.0,0.0,0.0,Amex Stadium,31584,David Coote,"Simon Bennett, Timothy Wood",Thomas Bramall,Tony Harrington,Simon Long
55,27/04/2023,19:45,Everton,Newcastle,1,4,[80],"[28, 75, 72, 81]",39.6,60.4,13.0,15.0,5.0,8.0,5.0,3.0,3.0,4.0,65.3,74.8,0.0,1.0,3.0,14.0,3.0,1.0,50.0,50.0,55.0,45.0,3.0,4.0,8.0,6.0,6.0,8.0,2.0,1.0,0.0,0.0,Goodison Park,39248,Andre Marriner,"Marc Perry, Nick Greenhalgh",Graham Scott,Chris Kavanagh,Sian Massey
56,27/04/2023,19:45,"""Soton""","""Bmouth""",0,1,[],[50],56.5,43.5,11.0,16.0,2.0,2.0,6.0,4.0,3.0,10.0,82.0,78.4,0.0,0.0,6.0,4.0,4.0,2.0,78.9,57.1,45.5,54.5,1.0,2.0,9.0,11.0,10.0,7.0,0.0,3.0,0.0,0.0,"""St. Marys Stadium""",30414,Darren England,"Dan Robathan, Daniel Cook",John Brooks,Andy Madley,Harry Lennard
57,27/04/2023,20:15,Tottenham,Man Utd,2,2,"[56, 79]","[7, 44]",39.9,60.1,18.0,17.0,7.0,8.0,7.0,5.0,4.0,4.0,81.4,86.3,4.0,3.0,6.0,8.0,2.0,3.0,68.4,81.3,52.2,47.8,5.0,5.0,8.0,7.0,7.0,8.0,1.0,2.0,0.0,0.0,Tottenham Hotspur Stadium,61586,Anthony Taylor,"Adam Nunn, Gary Beswick",Thomas Bramall,Simon Hooper,Steven Meredith
58,26/04/2023,19:30,N Forest,Brighton,3,1,"[45, 68, 90]",[38],24.8,75.2,12.0,17.0,5.0,7.0,5.0,6.0,2.0,4.0,66.8,86.5,1.0,2.0,2.0,7.0,1.0,2.0,61.1,64.3,47.4,52.6,6.0,3.0,7.0,8.0,7.0,7.0,2.0,0.0,0.0,0.0,The City Ground,28808,Jarred Gillet,"Richard West, Lee Betts",Anthony Taylor,Robert Jones,Adam Nunn
59,26/04/2023,19:45,Chelsea,Brentford,0,2,[],"[37, 78]",72.9,27.1,15.0,7.0,4.0,1.0,8.0,5.0,3.0,1.0,88.2,65.8,1.0,0.0,5.0,2.0,0.0,2.0,50.0,46.2,55.9,44.1,0.0,4.0,5.0,13.0,13.0,5.0,1.0,2.0,0.0,0.0,Stamford Bridge,39929,Andy Madley,"Nicholas Hopton, Harry Lennard",Simon Hooper,John Brooks,Timothy Wood
60,26/04/2023,19:45,West Ham,Liverpool,1,2,[12],"[18, 67]",27.4,72.6,7.0,20.0,2.0,4.0,4.0,9.0,1.0,7.0,69.8,87.4,0.0,3.0,3.0,6.0,1.0,1.0,84.6,55.0,36.4,63.6,2.0,1.0,6.0,8.0,8.0,5.0,0.0,0.0,0.0,0.0,London Stadium,62473,Chris Kavanagh,"James Mainwaring, Simon Bennett",Andy Davies,Neil Swarbrick,Darren Cann
61,26/04/2023,20:00,Man City,Arsenal,4,1,"[7, 54, 45, 90]",[86],51.9,48.1,14.0,8.0,9.0,2.0,3.0,3.0,2.0,3.0,85.1,84.7,4.0,0.0,1.0,3.0,0.0,1.0,72.7,40.0,55.6,44.4,1.0,5.0,13.0,13.0,13.0,11.0,3.0,1.0,0.0,0.0,Etihad Stadium,53482,Michael Oliver,"Stuart Burt, Ian Hussin",Craig Pawson,David Coote,Edward Smart
62,25/04/2023,19:30,Wolves,C Palace,2,0,"[3, 90]",[],41.2,58.8,9.0,14.0,3.0,4.0,4.0,4.0,2.0,6.0,73.8,81.6,0.0,0.0,6.0,11.0,2.0,1.0,38.1,54.5,55.9,44.1,4.0,2.0,13.0,14.0,14.0,13.0,5.0,4.0,0.0,0.0,Molineux,30792,Robert Jones,"Adrian Holmes, Wade Smith",Robert Madley,Peter Bankes,Marc Perry
63,25/04/2023,19:45,A Villa,Fulham,1,0,[21],[],51.8,48.2,14.0,1.0,3.0,0.0,4.0,1.0,7.0,0.0,83.7,81.3,0.0,0.0,8.0,2.0,0.0,5.0,63.6,38.1,65.2,34.8,0.0,2.0,6.0,18.0,18.0,6.0,3.0,2.0,0.0,0.0,Villa Park,41046,Thomas Bramall,"Steven Meredith, Derek Eaton",Andy Madley,Tony Harrington,Natalie Aspinall
64,25/04/2023,20:00,Leeds,Leicester,1,1,[20],[80],40.8,59.2,13.0,15.0,3.0,3.0,6.0,6.0,4.0,6.0,64.2,73.0,3.0,3.0,3.0,6.0,4.0,6.0,50.0,61.9,47.1,52.9,2.0,2.0,14.0,15.0,15.0,14.0,4.0,2.0,0.0,0.0,Elland Road,36666,Paul Tierney,"Neil Davies, Scott Ledger",Michael Salisbury,Stuart Attwell,Constantine Hatzidakis
65,23/04/2023,14:00,"""Bmouth""",West Ham,0,4,[],"[5, 12, 43, 72]",64.6,35.4,17.0,18.0,5.0,10.0,7.0,4.0,5.0,4.0,87.1,77.7,1.0,3.0,8.0,5.0,0.0,3.0,63.6,52.9,48.4,51.6,6.0,5.0,7.0,8.0,8.0,7.0,1.0,2.0,0.0,0.0,Vitality Stadium,10465,Anthony Taylor,"Adam Nunn, Gary Beswick",Thomas Bramall,Andre Marriner,James Mainwaring
66,23/04/2023,14:00,Newcastle,Tottenham,6,1,"[2, 9, 6, 19, 21, 67]",[49],57.0,43.0,25.0,11.0,8.0,3.0,5.0,5.0,12.0,3.0,86.4,79.1,5.0,1.0,9.0,3.0,2.0,0.0,53.8,64.7,71.4,28.6,2.0,2.0,7.0,13.0,13.0,7.0,0.0,3.0,0.0,0.0,"""St James Park",52252,David Coote,"Timothy Wood, Simon Bennett",John Brooks,Neil Swarbrick,Richard West
67,22/04/2023,24:30,Fulham,Leeds,2,1,"[58, 72]",[79],49.3,50.7,12.0,10.0,5.0,2.0,3.0,4.0,4.0,4.0,74.9,72.4,0.0,0.0,8.0,6.0,5.0,2.0,57.9,50.0,42.1,57.9,2.0,3.0,10.0,15.0,15.0,10.0,1.0,4.0,0.0,0.0,Craven Cottage,24356,Peter Bankes,"Edward Smart, Nick Greenhalgh",Graham Scott,Neil Swarbrick,Mark Scholes
68,22/04/2023,15:00,Brentford,A Villa,1,1,[65],[87],42.5,57.5,16.0,14.0,5.0,2.0,6.0,11.0,5.0,1.0,68.2,78.9,3.0,3.0,8.0,4.0,6.0,3.0,37.5,33.3,58.1,41.9,1.0,4.0,12.0,8.0,8.0,12.0,3.0,2.0,0.0,0.0,Gtech Community Stadium,17098,Michael Salisbury,"Neil Davies, Scott Ledger",John Busby,Craig Pawson,Gary Beswick
69,22/04/2023,15:00,C Palace,Everton,0,0,[],[],56.9,43.1,12.0,10.0,2.0,5.0,5.0,3.0,5.0,2.0,74.6,67.3,0.0,0.0,8.0,1.0,1.0,3.0,73.3,64.3,41.9,58.1,5.0,2.0,12.0,14.0,13.0,12.0,1.0,1.0,0.0,1.0,Selhurst Park,25202,John Brooks,"Matt Wilkes, Natalie Aspinall",Thomas Bramall,Darren England,Harry Lennard
70,22/04/2023,15:00,Leicester,Wolves,2,1,"[37, 75]",[13],41.8,58.2,15.0,16.0,8.0,3.0,4.0,7.0,3.0,6.0,74.2,81.7,1.0,0.0,1.0,7.0,1.0,3.0,54.5,66.7,55.3,44.7,2.0,5.0,17.0,16.0,16.0,17.0,1.0,3.0,0.0,0.0,The King Power Stadium,32053,Andy Madley,"Simon Long, Richard West",David Coote,Chris Kavanagh,Nicholas Hopton
71,22/04/2023,15:00,Liverpool,N Forest,3,2,"[47, 55, 70]","[51, 67]",81.1,18.9,18.0,11.0,6.0,5.0,7.0,5.0,5.0,1.0,87.7,52.7,5.0,1.0,9.0,3.0,2.0,3.0,57.1,73.3,57.6,42.4,3.0,2.0,9.0,12.0,12.0,8.0,0.0,1.0,0.0,0.0,Anfield.,,Michael Oliver,"Daniel Cook, Stuart Burt",Anthony Taylor,Paul Tierney,Derek Eaton
72,21/04/2023,20:00,Arsenal,"""Soton""",3,3,"[20, 88, 90]","[1, 14, 66]",74.2,25.8,25.0,8.0,6.0,6.0,11.0,1.0,8.0,1.0,86.1,64.6,2.0,2.0,7.0,2.0,1.0,2.0,58.8,68.2,57.7,42.3,3.0,2.0,10.0,14.0,14.0,10.0,1.0,5.0,0.0,0.0,Emirates Stadium,60175,Simon Hooper,"Adrian Holmes, Mark Scholes",Andre Marriner,Peter Bankes,Nick Greenhalgh
73,17/04/2023,20:00,Leeds,Liverpool,1,6,[47],"[35, 39, 64, 52, 73, 90]",26.4,73.6,13.0,13.0,3.0,7.0,7.0,4.0,3.0,2.0,68.9,89.1,1.0,4.0,4.0,2.0,1.0,2.0,53.8,47.6,52.6,47.4,1.0,2.0,6.0,12.0,11.0,6.0,0.0,1.0,0.0,0.0,Elland Road,36657,Craig Pawson,"Marc Perry, Richard West",Graham Scott,Tony Harrington,Matt Wilkes
74,16/04/2023,14:00,West Ham,Arsenal,2,2,"[33, 54]","[7, 10]",28.5,71.5,16.0,11.0,3.0,5.0,6.0,4.0,7.0,2.0,69.0,87.0,2.0,2.0,7.0,2.0,4.0,1.0,47.1,69.2,54.8,45.2,3.0,1.0,11.0,8.0,8.0,9.0,1.0,2.0,0.0,0.0,London Stadium,62475,David Coote,"Timothy Wood, Lee Betts",Stuart Attwell,John Brooks,Sian Massey
75,16/04/2023,16:30,N Forest,Man Utd,0,2,[],"[32, 76]",31.8,68.2,6.0,22.0,0.0,8.0,4.0,9.0,2.0,5.0,65.1,82.9,2.0,4.0,4.0,9.0,1.0,3.0,55.0,83.3,46.4,53.6,5.0,0.0,9.0,9.0,8.0,8.0,2.0,2.0,0.0,0.0,The City Ground,29435,Simon Hooper,"Simon Long, Adrian Holmes",Jarred Gillet,Andy Madley,Nicholas Hopton
76,15/04/2023,24:30,A Villa,Newcastle,3,0,"[11, 64, 83]",[],52.0,48.0,16.0,8.0,6.0,2.0,6.0,3.0,4.0,3.0,78.2,78.2,3.0,1.0,7.0,2.0,1.0,4.0,61.1,61.1,42.1,57.9,2.0,3.0,13.0,15.0,15.0,13.0,1.0,1.0,0.0,0.0,Villa Park,42055,John Brooks,"Matt Wilkes, Mark Scholes",Graham Scott,Simon Hooper,Adrian Holmes
77,15/04/2023,15:00,Chelsea,Brighton,1,2,[13],"[42, 69]",42.6,57.4,8.0,26.0,2.0,10.0,5.0,10.0,1.0,6.0,81.4,85.6,0.0,1.0,2.0,8.0,1.0,1.0,72.2,54.2,52.9,47.1,9.0,1.0,11.0,11.0,11.0,11.0,2.0,2.0,0.0,0.0,Stamford Bridge,40126,Robert Jones,"Ian Hussin, Wade Smith",Geoff Eltringham,Chris Kavanagh,Daniel Cook
78,15/04/2023,15:00,Everton,Fulham,1,3,[35],"[22, 51, 68]",46.5,53.5,15.0,21.0,7.0,7.0,6.0,9.0,2.0,5.0,74.0,75.2,3.0,2.0,4.0,8.0,1.0,0.0,71.4,64.7,50.0,50.0,4.0,6.0,10.0,6.0,6.0,10.0,3.0,2.0,0.0,0.0,Goodison Park,39241,Anthony Taylor,"Gary Beswick, Adam Nunn",Josh Smith,Andre Marriner,Natalie Aspinall
79,15/04/2023,15:00,"""Soton""",C Palace,0,2,[],"[54, 68]",58.2,41.8,11.0,10.0,4.0,2.0,4.0,4.0,3.0,4.0,84.2,75.7,1.0,0.0,6.0,2.0,3.0,1.0,46.7,77.3,58.8,41.2,0.0,4.0,6.0,13.0,12.0,6.0,3.0,1.0,0.0,0.0,"""St. Marys Stadium""",30309,Michael Oliver,"Stuart Burt, Simon Bennett",Keith Stroud,David Coote,Simon Long
80,15/04/2023,15:00,Tottenham,"""Bmouth""",2,3,"[14, 88]","[38, 51, 90]",57.4,42.6,24.0,9.0,8.0,6.0,8.0,2.0,8.0,1.0,81.4,76.3,3.0,2.0,8.0,1.0,1.0,1.0,64.7,70.6,67.7,32.3,3.0,6.0,8.0,9.0,8.0,7.0,1.0,3.0,0.0,0.0,Tottenham Hotspur Stadium,61369,Andy Madley,"Harry Lennard, Nicholas Hopton",Andy Davies,Tony Harrington,Marc Perry
81,15/04/2023,15:00,Wolves,Brentford,2,0,"[27, 69]",[],50.6,49.4,11.0,10.0,9.0,3.0,0.0,3.0,2.0,4.0,79.5,80.7,0.0,0.0,5.0,2.0,0.0,1.0,52.4,47.8,35.5,64.5,3.0,7.0,12.0,8.0,7.0,11.0,1.0,1.0,0.0,0.0,Molineux,30769,Paul Tierney,"Scott Ledger, Neil Davies",Craig Pawson,Stuart Attwell,Timothy Wood
82,15/04/2023,17:30,Man City,Leicester,3,1,"[5, 13, 25]",[75],70.6,29.4,12.0,11.0,4.0,4.0,5.0,4.0,3.0,3.0,92.2,80.1,1.0,1.0,6.0,2.0,0.0,3.0,54.5,70.0,31.8,68.2,3.0,1.0,8.0,8.0,7.0,8.0,1.0,1.0,0.0,0.0,Etihad Stadium,53329,Darren England,"Edward Smart, Nick Greenhalgh",Jeremy Simpson,Jarred Gillet,Lee Betts
83,9/04/2023,14:00,Leeds,C Palace,1,5,[21],"[45, 53, 77, 55, 69]",48.0,52.0,11.0,16.0,7.0,8.0,4.0,4.0,0.0,4.0,75.7,74.5,1.0,5.0,2.0,4.0,2.0,2.0,55.9,72.7,41.0,59.0,2.0,7.0,11.0,8.0,8.0,11.0,3.0,1.0,0.0,0.0,Elland Road,36427,Simon Hooper,"Adrian Holmes, Mark Scholes",Graham Scott,Jarred Gillet,Neil Davies
84,9/04/2023,16:30,Liverpool,Arsenal,2,2,"[42, 87]","[8, 28]",59.0,41.0,21.0,9.0,6.0,5.0,10.0,2.0,5.0,2.0,82.3,76.6,6.0,2.0,5.0,4.0,2.0,2.0,54.5,52.4,51.9,48.1,3.0,4.0,11.0,11.0,10.0,10.0,4.0,4.0,0.0,0.0,Anfield,53267,Paul Tierney,"Constantine Hatzidakis, Scott Ledger",Craig Pawson,Chris Kavanagh,Adam Nunn
85,8/04/2023,24:30,Man Utd,Everton,2,0,"[36, 71]",[],63.8,36.2,29.0,15.0,11.0,1.0,10.0,6.0,8.0,8.0,87.1,71.3,5.0,1.0,10.0,4.0,3.0,2.0,60.0,66.7,50.0,50.0,1.0,9.0,10.0,9.0,9.0,10.0,0.0,0.0,0.0,0.0,Old Trafford,73509,Michael Oliver,"Simon Bennett, Stuart Burt",Graham Scott,Paul Tierney,Steven Meredith
86,8/04/2023,15:00,A Villa,N Forest,2,0,"[48, 90]",[],65.3,34.7,8.0,6.0,3.0,2.0,4.0,1.0,1.0,3.0,85.7,65.6,1.0,0.0,1.0,8.0,1.0,7.0,66.7,64.7,44.0,56.0,2.0,1.0,7.0,17.0,17.0,7.0,3.0,4.0,0.0,0.0,Villa Park,42076,Anthony Taylor,"Gary Beswick, Adam Nunn",Thomas Bramall,Simon Hooper,Matt Wilkes
87,8/04/2023,15:00,Brentford,Newcastle,1,2,[45],"[54, 61]",41.0,59.0,12.0,10.0,6.0,4.0,4.0,4.0,2.0,2.0,75.5,82.6,0.0,1.0,6.0,5.0,2.0,2.0,87.5,52.6,53.3,46.7,3.0,5.0,10.0,15.0,14.0,10.0,0.0,2.0,0.0,0.0,Gtech Community Stadium,17107,Chris Kavanagh,"Wade Smith, Natalie Aspinall",Steve Martin,Darren England,Derek Eaton
88,8/04/2023,15:00,Fulham,West Ham,0,1,[],[23],76.6,23.4,16.0,9.0,3.0,5.0,2.0,4.0,11.0,0.0,88.2,62.2,1.0,1.0,11.0,4.0,0.0,2.0,52.9,35.3,38.5,61.5,5.0,3.0,10.0,12.0,10.0,9.0,1.0,1.0,0.0,0.0,Craven Cottage,24491,Jarred Gillet,"Simon Long, Richard West",David Webb,Andre Marriner,Daniel Cook
89,8/04/2023,15:00,Leicester,"""Bmouth""",0,1,[],[40],50.8,49.2,14.0,19.0,4.0,7.0,8.0,2.0,2.0,10.0,75.4,78.7,1.0,1.0,6.0,6.0,3.0,2.0,42.1,62.5,47.4,52.6,6.0,4.0,10.0,13.0,13.0,10.0,0.0,3.0,0.0,0.0,The King Power Stadium,32094,David Coote,"Lee Betts, Timothy Wood",Oliver Langford,Neil Swarbrick,Sian Massey
90,8/04/2023,15:00,Tottenham,Brighton,2,1,"[10, 79]",[34],35.2,64.8,9.0,17.0,3.0,4.0,4.0,5.0,2.0,8.0,77.3,87.1,0.0,2.0,3.0,7.0,2.0,1.0,58.8,44.4,33.3,66.7,3.0,1.0,15.0,15.0,12.0,15.0,3.0,1.0,0.0,0.0,Tottenham Hotspur Stadium,61405,Stuart Attwell,"James Mainwaring, Darren Cann",Jeremy Simpson,Michael Salisbury,Dan Robathan
91,8/04/2023,15:00,Wolves,Chelsea,1,0,[31],[],37.6,62.4,9.0,13.0,4.0,1.0,3.0,4.0,2.0,8.0,74.5,83.6,0.0,0.0,8.0,8.0,2.0,1.0,59.1,55.6,36.0,64.0,1.0,3.0,14.0,10.0,9.0,14.0,2.0,5.0,0.0,0.0,Molineux,31614,Peter Bankes,"Edward Smart, Nick Greenhalgh",Dean Whitestone,Andy Madley,Nicholas Hopton
92,8/04/2023,17:30,"""Soton""",Man City,1,4,[72],"[45, 68, 58, 75]",27.2,72.8,4.0,13.0,1.0,8.0,2.0,2.0,1.0,3.0,75.3,89.2,1.0,3.0,0.0,10.0,0.0,2.0,81.8,77.8,35.0,65.0,4.0,0.0,6.0,10.0,10.0,6.0,0.0,2.0,0.0,0.0,"""St. Marys Stadium""",30963,Robert Jones,"Marc Perry, Ian Hussin",Craig Pawson,John Brooks,Harry Lennard
93,5/04/2023,20:00,Man Utd,Brentford,1,0,[27],[],64.7,35.3,18.0,6.0,3.0,1.0,8.0,4.0,7.0,1.0,85.7,76.1,1.0,1.0,12.0,3.0,2.0,1.0,73.3,72.2,57.5,42.5,1.0,2.0,9.0,13.0,13.0,9.0,3.0,2.0,0.0,0.0,Old Trafford,73309,John Brooks,"Matt Wilkes, Edward Smart",Darren England,Robert Jones,Natalie Aspinall
94,5/04/2023,20:00,West Ham,Newcastle,1,5,[40],"[6, 46, 13, 90, 82]",42.0,58.0,7.0,15.0,2.0,8.0,3.0,5.0,2.0,2.0,73.6,80.7,1.0,4.0,7.0,6.0,0.0,0.0,38.5,58.3,38.7,61.3,2.0,1.0,11.0,12.0,12.0,11.0,2.0,1.0,0.0,0.0,London Stadium,62470,Craig Pawson,"Scott Ledger, Marc Perry",Chris Kavanagh,David Coote,Derek Eaton
95,4/04/2023,19:45,"""Bmouth""",Brighton,0,2,[],"[27, 90]",36.7,63.3,14.0,16.0,3.0,6.0,6.0,9.0,5.0,1.0,78.2,87.1,1.0,3.0,5.0,5.0,1.0,0.0,44.4,52.9,46.2,53.8,4.0,3.0,11.0,5.0,4.0,10.0,1.0,1.0,0.0,0.0,Vitality Stadium,10266,Darren Bond,"Nicholas Hopton, Darren Cann",Andy Madley,Darren England,Adrian Holmes
96,4/04/2023,19:45,Leeds,N Forest,2,1,"[20, 45]",[12],62.4,37.6,21.0,13.0,6.0,1.0,6.0,4.0,9.0,8.0,81.2,66.9,1.0,0.0,11.0,4.0,3.0,3.0,60.0,27.8,60.5,39.5,0.0,4.0,11.0,13.0,12.0,11.0,1.0,4.0,0.0,0.0,Elland Road,36740,Robert Jones,"Ian Hussin, Wade Smith",Michael Salisbury,Stuart Attwell,Richard West
97,4/04/2023,19:45,Leicester,A Villa,1,2,[35],"[24, 87]",35.9,64.1,9.0,15.0,4.0,5.0,4.0,5.0,1.0,5.0,74.5,88.2,2.0,1.0,4.0,8.0,2.0,1.0,68.4,42.9,37.5,62.5,3.0,3.0,10.0,14.0,14.0,10.0,2.0,0.0,1.0,0.0,The King Power Stadium,32087,Graham Scott,"Sam Lewis, Steven Meredith",Peter Bankes,Neil Swarbrick,Dan Robathan
98,4/04/2023,20:00,Chelsea,Liverpool,0,0,[],[],49.6,50.4,12.0,7.0,3.0,4.0,7.0,0.0,2.0,3.0,83.7,83.6,3.0,0.0,3.0,5.0,4.0,3.0,75.0,53.8,44.4,55.6,3.0,2.0,6.0,17.0,17.0,2.0,1.0,4.0,0.0,0.0,Stamford Bridge,40093,Anthony Taylor,"Daniel Cook, Gary Beswick",Andre Marriner,Chris Kavanagh,Nick Greenhalgh
99,3/04/2023,20:00,Everton,Tottenham,1,1,[58],[68],39.3,60.7,15.0,8.0,6.0,2.0,5.0,5.0,4.0,1.0,80.4,84.2,1.0,1.0,3.0,3.0,1.0,3.0,65.2,57.1,46.4,53.6,0.0,5.0,10.0,14.0,14.0,10.0,0.0,3.0,1.0,1.0,Goodison Park,39294,David Coote,"Timothy Wood, Mark Scholes",Graham Scott,Michael Oliver,Edward Smart
100,2/04/2023,14:00,West Ham,"""Soton""",1,0,[25],[],43.0,57.0,12.0,9.0,2.0,3.0,7.0,4.0,3.0,2.0,73.4,83.6,2.0,0.0,5.0,3.0,1.0,1.0,67.9,57.7,38.7,61.3,3.0,2.0,10.0,11.0,11.0,10.0,0.0,2.0,0.0,0.0,London Stadium,62465,Paul Tierney,"Neil Davies, Constantine Hatzidakis",Anthony Taylor,Peter Bankes,Simon Bennett
101,2/04/2023,16:30,Newcastle,Man Utd,2,0,"[65, 88]",[],45.7,54.3,22.0,6.0,6.0,1.0,9.0,3.0,7.0,2.0,77.0,81.1,3.0,0.0,7.0,4.0,1.0,0.0,68.2,66.7,63.6,36.4,1.0,4.0,8.0,12.0,12.0,8.0,0.0,0.0,0.0,0.0,"""St James Park",52268,Stuart Attwell,"Lee Betts, Darren Cann",Michael Salisbury,Andy Madley,Harry Lennard
102,1/04/2023,24:30,Man City,Liverpool,4,1,"[27, 46, 53, 74]",[17],68.1,31.9,17.0,4.0,8.0,1.0,3.0,0.0,6.0,3.0,91.9,82.3,3.0,0.0,7.0,1.0,3.0,5.0,0.0,66.7,12.5,87.5,0.0,4.0,9.0,12.0,12.0,9.0,1.0,1.0,0.0,0.0,Etihad Stadium,52877,Simon Hooper,"Simon Long, Adrian Holmes",Graham Scott,John Brooks,Matt Wilkes
103,1/04/2023,15:00,Arsenal,Leeds,4,1,"[35, 55, 47, 84]",[76],67.1,32.9,13.0,7.0,6.0,5.0,2.0,1.0,5.0,1.0,85.5,71.7,5.0,0.0,4.0,3.0,5.0,1.0,60.0,57.1,62.5,37.5,4.0,1.0,11.0,13.0,12.0,11.0,0.0,2.0,0.0,0.0,Emirates Stadium,60283,Darren England,"Daniel Cook, Nicholas Hopton",Jarred Gillet,Craig Pawson,Marc Perry
104,1/04/2023,15:00,"""Bmouth""",Fulham,2,1,"[50, 79]",[16],42.7,57.3,12.0,10.0,7.0,2.0,3.0,6.0,2.0,2.0,76.6,85.5,2.0,0.0,4.0,3.0,1.0,1.0,76.5,57.9,52.2,47.8,1.0,4.0,15.0,13.0,13.0,14.0,1.0,4.0,0.0,0.0,Vitality Stadium,10305,Peter Bankes,"Nick Greenhalgh, Edward Smart",Geoff Eltringham,Paul Tierney,Sian Massey
105,1/04/2023,15:00,Brighton,Brentford,3,3,"[21, 28, 90]","[10, 22, 49]",72.2,27.8,33.0,7.0,15.0,5.0,8.0,1.0,10.0,1.0,87.1,66.1,4.0,2.0,14.0,0.0,2.0,2.0,66.7,43.8,61.5,38.5,2.0,11.0,16.0,10.0,9.0,15.0,2.0,1.0,0.0,0.0,Amex Stadium,31493,Michael Oliver,"James Mainwaring, Stuart Burt",Leigh Doughty,Stuart Attwell,Mark Scholes
106,1/04/2023,15:00,C Palace,Leicester,2,1,"[59, 90]",[56],51.0,49.0,31.0,3.0,9.0,2.0,8.0,0.0,14.0,1.0,80.0,77.5,2.0,0.0,10.0,1.0,1.0,2.0,66.7,50.0,46.9,53.1,1.0,8.0,12.0,16.0,16.0,11.0,3.0,4.0,0.0,0.0,Selhurst Park,25143,Tim Robinson,"Adam Nunn, Scott Ledger",Robert Jones,Michael Salisbury,Ian Hussin
107,1/04/2023,15:00,N Forest,Wolves,1,1,[38],[83],27.6,72.4,17.0,8.0,7.0,1.0,7.0,3.0,3.0,4.0,68.9,85.1,0.0,0.0,4.0,3.0,2.0,0.0,53.3,42.9,51.5,48.5,0.0,6.0,14.0,13.0,13.0,13.0,3.0,5.0,0.0,0.0,The City Ground,29368,Chris Kavanagh,"Dan Robathan, Simon Bennett",Matt Donohue,Neil Swarbrick,Timothy Wood
108,1/04/2023,17:30,Chelsea,A Villa,0,2,[],"[18, 56]",69.0,31.0,27.0,5.0,8.0,2.0,15.0,3.0,4.0,0.0,90.5,75.1,2.0,1.0,13.0,2.0,2.0,0.0,72.2,58.3,45.8,54.2,0.0,7.0,14.0,16.0,16.0,14.0,3.0,3.0,0.0,0.0,Stamford Bridge,40082,Andy Madley,"Harry Lennard, Steven Meredith",Dean Whitestone,Tony Harrington,Gary Beswick
109,19/03/2023,14:00,Arsenal,C Palace,4,1,"[28, 43, 74, 55]",[63],62.2,37.8,15.0,9.0,5.0,5.0,5.0,1.0,5.0,3.0,86.7,77.9,1.0,1.0,5.0,4.0,2.0,2.0,60.0,55.6,62.1,37.9,4.0,1.0,8.0,10.0,10.0,8.0,0.0,1.0,0.0,0.0,Emirates Stadium,60247,Stuart Attwell,"Lee Betts, James Mainwaring",Andy Madley,Darren England,Sian Massey
110,18/03/2023,15:00,A Villa,"""Bmouth""",3,0,"[7, 80, 89]",[],55.8,44.2,20.0,10.0,9.0,3.0,3.0,4.0,8.0,3.0,85.2,84.0,5.0,0.0,9.0,6.0,0.0,2.0,62.5,75.0,43.8,56.3,3.0,6.0,8.0,13.0,13.0,8.0,1.0,4.0,0.0,0.0,Villa Park,41021,Robert Jones,"Wade Smith, Ian Hussin",Tim Robinson,Stuart Attwell,James Mainwaring
111,18/03/2023,15:00,Brentford,Leicester,1,1,[32],[52],52.9,47.1,11.0,14.0,2.0,1.0,2.0,6.0,7.0,7.0,77.3,80.1,0.0,1.0,8.0,4.0,1.0,3.0,77.3,41.7,51.6,48.4,0.0,1.0,10.0,11.0,11.0,10.0,1.0,2.0,1.0,0.0,Gtech Community Stadium,17006,Darren Bond,"Edward Smart, Marc Perry",Jarred Gillet,Peter Bankes,Neil Davies
112,18/03/2023,15:00,"""Soton""",Tottenham,3,3,"[46, 77, 90]","[45, 65, 74]",50.4,49.6,19.0,17.0,7.0,3.0,7.0,9.0,5.0,5.0,84.9,83.8,2.0,2.0,10.0,3.0,2.0,1.0,76.9,68.4,41.7,58.3,0.0,4.0,13.0,8.0,7.0,12.0,1.0,1.0,0.0,0.0,"""St. Marys Stadium""",30157,Simon Hooper,"Adrian Holmes, Mark Scholes",John Busby,Tony Harrington,Simon Long
113,18/03/2023,15:00,Wolves,Leeds,2,4,"[65, 84]","[6, 49, 62, 90]",65.9,34.1,23.0,11.0,8.0,4.0,9.0,5.0,6.0,2.0,83.1,67.7,4.0,2.0,5.0,4.0,2.0,0.0,71.4,66.7,59.3,40.7,0.0,6.0,15.0,9.0,8.0,13.0,3.0,5.0,2.0,0.0,Molineux,31570,Michael Salisbury,"Gary Beswick, Adam Nunn",Andre Marriner,David Coote,Lee Betts
