,Date,Time,local,visit,g_loc,g_vis,m_loc,m_vis,PossH,PossA,TSH,TSA,On_TargetH,On_TargetA,Off_TargetH,Off_TargetA,BlockedH,BlockedA,PassingpcH,PassingpcA,ClearCutChancesH,ClearCutChancesA,CornersH,CornersA,OffsidesH,OffsidesA,TacklespcH,TacklespcA,AerialDuelspcH,AerialDuelspcA,SavesH,SavesA,FoulsCommittedH,FoulsCommittedA,FoulsWonH,FoulsWonA,YellowCardsH,YellowCardsA,RedCardsH,RedCardsA,Stadium,Attendance,Referee,Assistants,Fourth_official
17,4/05/2019,19:45,Newcastle,Liverpool,2,3,"[20, 54]","[13, 28, 86]",30.9,69.1,14.0,11.0,7.0,4.0,3.0,6.0,4.0,1.0,69.4,83.8,1.0,2.0,2.0,3.0,4.0,2.0,66.7,38.5,43.5,56.5,1.0,4.0,10.0,4.0,4.0,10.0,1.0,1.0,0.0,0.0,"""St James Park",52206,Andre Marriner,"Lee Betts, Simon Long",Kevin Friend
18,3/05/2019,20:00,Everton,Burnley,2,0,"[17, 20]",[],60.1,39.9,20.0,5.0,6.0,1.0,9.0,4.0,5.0,0.0,83.6,72.9,0.0,2.0,8.0,1.0,1.0,2.0,75.0,29.4,42.0,58.0,1.0,5.0,8.0,9.0,8.0,7.0,0.0,2.0,0.0,0.0,Goodison Park,39303,Chris Kavanagh,"Daniel Cook, Mick McDonough",Anthony Taylor
19,28/04/2019,24:00,Leicester,Arsenal,3,0,"[59, 86, 90]",[],67.2,32.8,24.0,6.0,12.0,1.0,6.0,3.0,6.0,2.0,84.4,64.2,6.0,1.0,8.0,6.0,2.0,3.0,52.6,50.0,58.3,41.7,1.0,9.0,13.0,13.0,13.0,12.0,3.0,1.0,0.0,1.0,The King Power Stadium,32037,Michael Oliver,"Stuart Burt, Simon Bennett",Chris Kavanagh
20,28/04/2019,14:05,Burnley,Man City,0,1,[],[63],30.1,69.9,2.0,25.0,0.0,7.0,2.0,4.0,0.0,14.0,60.1,86.2,0.0,1.0,0.0,6.0,2.0,3.0,43.8,53.8,38.1,61.9,5.0,0.0,5.0,7.0,6.0,5.0,1.0,1.0,0.0,0.0,Turf Moor,21605,Paul Tierney,"Edward Smart, Adrian Holmes",Craig Pawson
21,28/04/2019,16:30,Man Utd,Chelsea,1,1,[11],[43],51.7,48.3,7.0,16.0,5.0,3.0,2.0,7.0,0.0,6.0,83.5,85.8,2.0,1.0,6.0,6.0,5.0,5.0,53.3,60.0,52.2,47.8,2.0,3.0,9.0,14.0,14.0,9.0,3.0,2.0,0.0,0.0,Old Trafford,74526,Martin Atkinson,"Stephen Child, Lee Betts",Jonathan Moss
22,27/04/2019,24:30,Tottenham,West Ham,0,1,[],[67],63.0,37.0,14.0,16.0,4.0,7.0,4.0,5.0,6.0,4.0,81.8,72.4,3.0,1.0,2.0,7.0,5.0,3.0,70.0,61.9,76.0,24.0,6.0,4.0,3.0,8.0,8.0,3.0,0.0,2.0,0.0,0.0,Tottenham Hotspur Stadium,60043,Anthony Taylor,"Gary Beswick, Adam Nunn",Jonathan Moss
23,27/04/2019,15:00,C Palace,Everton,0,0,[],[],36.1,63.9,8.0,22.0,0.0,3.0,5.0,8.0,3.0,11.0,63.6,79.6,0.0,1.0,5.0,10.0,4.0,0.0,57.1,50.0,59.5,40.5,3.0,0.0,9.0,15.0,14.0,9.0,2.0,0.0,0.0,0.0,Selhurst Park,25789,Lee Mason,"Harry Lennard, Andy Halliday",Roger East
24,27/04/2019,15:00,Fulham,Cardiff,1,0,[79],[],73.0,27.0,8.0,13.0,2.0,8.0,5.0,2.0,1.0,3.0,87.2,65.5,0.0,1.0,10.0,3.0,1.0,3.0,45.5,64.3,48.6,51.4,8.0,1.0,10.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,Craven Cottage,23822,Chris Kavanagh,"Daniel Cook, Marc Perry",Michael Oliver
25,27/04/2019,15:00,"""Soton""","""Bmouth""",3,3,"[12, 55, 67]","[20, 32, 86]",44.4,55.6,22.0,9.0,7.0,5.0,9.0,4.0,6.0,0.0,73.5,76.7,2.0,3.0,9.0,3.0,0.0,0.0,64.0,31.6,61.8,38.2,2.0,4.0,8.0,9.0,9.0,7.0,2.0,1.0,0.0,0.0,"""St. Marys Stadium""",31310,Graham Scott,"Mick McDonough, Neil Davies",David Coote
26,27/04/2019,15:00,Watford,Wolves,1,2,[49],"[41, 77]",56.5,43.5,10.0,11.0,1.0,4.0,5.0,3.0,4.0,4.0,82.8,75.1,1.0,3.0,4.0,5.0,3.0,5.0,70.6,63.6,47.2,52.8,1.0,0.0,10.0,11.0,10.0,10.0,3.0,2.0,0.0,0.0,Vicarage Road,20323,Simon Hooper,"Darren Cann, Derek Eaton",Andre Marriner
27,27/04/2019,17:30,Brighton,Newcastle,1,1,[75],[18],49.8,50.2,9.0,9.0,2.0,1.0,5.0,3.0,2.0,5.0,81.3,81.1,2.0,0.0,7.0,4.0,3.0,0.0,45.5,69.6,66.7,33.3,0.0,1.0,7.0,10.0,9.0,7.0,2.0,3.0,0.0,0.0,Amex Stadium,30587,Mike Dean,"Ian Hussin, Dan Robathan",Lee Probert
28,26/04/2019,20:00,Liverpool,"""Huddsfld""",5,0,"[1, 23, 66, 45, 83]",[],70.3,29.7,21.0,5.0,7.0,1.0,12.0,2.0,2.0,2.0,87.9,69.0,6.0,0.0,4.0,4.0,2.0,4.0,63.2,65.2,57.1,42.9,1.0,2.0,5.0,14.0,13.0,5.0,0.0,0.0,0.0,0.0,Anfield,53249,Kevin Friend,"Constantine Hatzidakis, Matt Wilkes",Paul Tierney
29,24/04/2019,19:45,Wolves,Arsenal,3,1,"[28, 37, 45]",[80],29.6,70.4,11.0,11.0,3.0,1.0,5.0,4.0,3.0,6.0,74.4,88.7,1.0,1.0,5.0,5.0,1.0,3.0,46.7,57.1,45.2,54.8,0.0,0.0,12.0,9.0,8.0,12.0,2.0,3.0,0.0,0.0,Molineux,31436,Stuart Attwell,"Constantine Hatzidakis, Peter Kirkup",Martin Atkinson
30,24/04/2019,20:00,Man Utd,Man City,0,2,[],"[54, 66]",36.8,63.2,12.0,8.0,1.0,5.0,6.0,3.0,5.0,0.0,78.3,86.8,0.0,0.0,1.0,1.0,0.0,2.0,76.9,57.1,40.0,60.0,3.0,1.0,10.0,10.0,9.0,10.0,2.0,2.0,0.0,0.0,Old Trafford,74431,Andre Marriner,"Scott Ledger, Simon Long",Craig Pawson
31,23/04/2019,19:45,Tottenham,Brighton,1,0,[88],[],78.5,21.5,29.0,6.0,5.0,1.0,12.0,4.0,12.0,1.0,87.5,52.1,0.0,0.0,6.0,3.0,2.0,1.0,60.0,44.4,47.9,52.1,1.0,4.0,7.0,13.0,12.0,7.0,1.0,2.0,0.0,0.0,Tottenham Hotspur Stadium,56251,Chris Kavanagh,"Daniel Cook, Gary Beswick",Anthony Taylor
32,23/04/2019,19:45,Watford,"""Soton""",1,1,[90],[1],62.2,37.8,15.0,8.0,4.0,4.0,3.0,3.0,8.0,1.0,79.3,67.7,1.0,2.0,3.0,4.0,4.0,5.0,57.1,52.4,46.9,53.1,3.0,3.0,10.0,14.0,13.0,10.0,5.0,2.0,0.0,0.0,Vicarage Road,19170,Mike Dean,"Ian Hussin, Dan Robathan",Lee Probert
33,22/04/2019,20:00,Chelsea,Burnley,2,2,"[12, 14]","[8, 24]",76.4,23.6,22.0,6.0,9.0,3.0,8.0,2.0,5.0,1.0,87.7,59.8,1.0,1.0,10.0,1.0,1.0,2.0,60.0,40.0,58.1,41.9,1.0,6.0,9.0,4.0,4.0,8.0,2.0,1.0,0.0,0.0,Stamford Bridge,40642,Kevin Friend,"Matt Wilkes, Adrian Holmes",Roger East
34,21/04/2019,13:30,Everton,Man Utd,4,0,"[13, 28, 56, 64]",[],48.3,51.7,15.0,7.0,8.0,1.0,3.0,5.0,4.0,1.0,79.4,78.9,1.0,0.0,10.0,2.0,1.0,1.0,64.7,83.3,45.7,54.3,1.0,4.0,11.0,7.0,7.0,11.0,1.0,1.0,0.0,0.0,Goodison Park,39395,Paul Tierney,"Constantine Hatzidakis, Edward Smart",Lee Mason
35,21/04/2019,16:00,Arsenal,C Palace,2,3,"[47, 77]","[17, 61, 69]",72.6,27.4,12.0,16.0,5.0,7.0,5.0,5.0,2.0,4.0,88.9,67.9,2.0,4.0,8.0,3.0,1.0,2.0,46.7,51.9,41.7,58.3,4.0,3.0,15.0,12.0,12.0,14.0,4.0,1.0,0.0,0.0,Emirates Stadium,59929,Jonathan Moss,"Marc Perry, Andy Halliday",Stuart Attwell
36,21/04/2019,16:00,Cardiff,Liverpool,0,2,[],"[57, 81]",23.9,76.1,7.0,17.0,2.0,6.0,2.0,8.0,3.0,3.0,54.9,86.4,1.0,3.0,5.0,10.0,4.0,2.0,60.0,66.7,39.5,60.5,4.0,2.0,6.0,5.0,5.0,6.0,1.0,1.0,0.0,0.0,Cardiff City Stadium,33082,Martin Atkinson,"Stephen Child, Harry Lennard",David Coote
37,20/04/2019,24:30,Man City,Tottenham,1,0,[5],[],60.7,39.3,15.0,10.0,4.0,4.0,6.0,3.0,5.0,3.0,87.5,74.9,2.0,1.0,4.0,4.0,2.0,2.0,66.7,53.8,53.3,46.7,4.0,3.0,11.0,11.0,11.0,11.0,1.0,2.0,0.0,0.0,Etihad Stadium,54489,Michael Oliver,"Stuart Burt, Simon Bennett",Chris Kavanagh
38,20/04/2019,15:00,"""Bmouth""",Fulham,0,1,[],[53],49.0,51.0,15.0,17.0,5.0,5.0,6.0,6.0,4.0,6.0,83.1,82.7,3.0,3.0,3.0,7.0,1.0,0.0,52.4,71.4,48.8,51.2,4.0,5.0,11.0,18.0,18.0,10.0,1.0,3.0,0.0,0.0,Vitality Stadium,10511,David Coote,"Daniel Cook, Sian Massey",Graham Scott
39,20/04/2019,15:00,"""Huddsfld""",Watford,1,2,[90],"[5, 80]",45.7,54.3,13.0,11.0,3.0,6.0,5.0,4.0,5.0,1.0,81.0,83.0,1.0,0.0,2.0,2.0,1.0,2.0,53.3,68.8,54.5,45.5,4.0,2.0,15.0,9.0,9.0,14.0,2.0,2.0,0.0,0.0,"""The John Smiths Stadium""",23957,Roger East,"Peter Kirkup, Derek Eaton",Mike Dean
40,20/04/2019,15:00,West Ham,Leicester,2,2,"[37, 82]","[67, 90]",49.3,50.7,11.0,11.0,3.0,5.0,5.0,5.0,3.0,1.0,80.0,81.9,0.0,1.0,6.0,8.0,1.0,2.0,52.6,44.4,37.5,62.5,3.0,1.0,8.0,9.0,9.0,7.0,2.0,0.0,0.0,0.0,London Stadium,59960,Lee Probert,"Richard West, Andy Garratt",Andre Marriner
41,20/04/2019,15:00,Wolves,Brighton,0,0,[],[],68.3,31.7,22.0,5.0,5.0,0.0,13.0,4.0,4.0,1.0,88.8,72.5,2.0,0.0,14.0,1.0,0.0,1.0,66.7,70.8,44.9,55.1,0.0,5.0,0.0,8.0,8.0,0.0,0.0,1.0,0.0,0.0,Molineux,31096,Craig Pawson,"Lee Betts, Ian Hussin",Simon Hooper
42,20/04/2019,17:30,Newcastle,"""Soton""",3,1,"[27, 31, 86]",[59],43.4,56.6,15.0,15.0,6.0,3.0,4.0,7.0,5.0,5.0,62.5,76.0,1.0,2.0,4.0,11.0,0.0,2.0,59.1,64.3,65.5,34.5,3.0,2.0,5.0,11.0,10.0,5.0,0.0,2.0,0.0,0.0,"""St James Park",52191,Anthony Taylor,"Gary Beswick, Adam Nunn",Kevin Friend
43,16/04/2019,19:45,Brighton,Cardiff,0,2,[],"[22, 50]",63.9,36.1,14.0,10.0,2.0,3.0,8.0,3.0,4.0,4.0,77.5,61.3,0.0,1.0,5.0,4.0,2.0,0.0,50.0,58.6,54.7,45.3,1.0,2.0,11.0,13.0,12.0,11.0,0.0,1.0,0.0,0.0,Amex Stadium,30226,Andre Marriner,"Scott Ledger, Simon Long",Chris Kavanagh
44,15/04/2019,20:00,Watford,Arsenal,0,1,[],[10],34.1,65.9,11.0,19.0,3.0,5.0,3.0,6.0,5.0,8.0,71.3,86.8,2.0,2.0,6.0,4.0,2.0,4.0,46.2,50.0,50.0,50.0,4.0,2.0,12.0,8.0,8.0,12.0,2.0,0.0,1.0,0.0,Vicarage Road,20480,Craig Pawson,"Gary Beswick, Richard West",Simon Hooper
45,14/04/2019,14:05,C Palace,Man City,1,3,[81],"[15, 63, 90]",27.6,72.4,7.0,20.0,3.0,6.0,2.0,7.0,2.0,7.0,71.2,90.2,0.0,4.0,2.0,9.0,1.0,2.0,86.4,36.4,54.8,45.2,4.0,2.0,5.0,11.0,11.0,5.0,0.0,0.0,0.0,0.0,Selhurst Park,25721,Martin Atkinson,"Lee Betts, Adam Nunn",David Coote
46,14/04/2019,16:30,Liverpool,Chelsea,2,0,"[51, 53]",[],61.8,38.2,15.0,6.0,7.0,3.0,3.0,2.0,5.0,1.0,86.2,80.3,1.0,2.0,9.0,2.0,2.0,2.0,57.9,50.0,66.7,33.3,3.0,5.0,5.0,9.0,9.0,5.0,0.0,1.0,0.0,0.0,Anfield,53279,Michael Oliver,"Stuart Burt, Simon Bennett",Craig Pawson
47,13/04/2019,24:30,Tottenham,"""Huddsfld""",4,0,"[24, 27, 87, 90]",[],70.0,30.0,22.0,7.0,5.0,1.0,8.0,5.0,9.0,1.0,87.1,72.8,2.0,2.0,4.0,2.0,1.0,0.0,68.8,61.5,60.6,39.4,1.0,1.0,10.0,12.0,11.0,10.0,2.0,2.0,0.0,0.0,Tottenham Hotspur Stadium,58308,Lee Mason,"Harry Lennard, Andy Halliday",Paul Tierney
48,13/04/2019,15:00,Brighton,"""Bmouth""",0,5,[],"[33, 55, 74, 82, 90]",50.1,49.9,8.0,14.0,1.0,7.0,3.0,4.0,4.0,3.0,78.5,79.6,0.0,4.0,4.0,1.0,1.0,0.0,68.4,45.5,44.7,55.3,2.0,1.0,10.0,6.0,6.0,10.0,2.0,4.0,1.0,0.0,Amex Stadium,30460,Kevin Friend,"Matt Wilkes, Derek Eaton",Stuart Attwell
49,13/04/2019,15:00,Burnley,Cardiff,2,0,"[31, 90]",[],46.0,54.0,14.0,14.0,7.0,2.0,6.0,7.0,1.0,5.0,61.8,66.5,4.0,1.0,8.0,4.0,3.0,0.0,73.3,77.8,47.2,52.8,2.0,6.0,7.0,10.0,10.0,7.0,2.0,4.0,0.0,0.0,Turf Moor,21480,Mike Dean,"Ian Hussin, Darren Cann",Anthony Taylor
50,13/04/2019,15:00,Fulham,Everton,2,0,"[46, 69]",[],40.6,59.4,12.0,9.0,5.0,1.0,7.0,6.0,0.0,2.0,72.9,75.8,3.0,2.0,7.0,3.0,1.0,1.0,55.0,67.9,50.8,49.2,1.0,3.0,8.0,10.0,9.0,8.0,2.0,1.0,0.0,0.0,Craven Cottage,24971,Lee Probert,"Andy Garratt, Adrian Holmes",Keith Stroud
51,13/04/2019,15:00,"""Soton""",Wolves,3,1,"[2, 30, 71]",[28],30.7,69.3,12.0,17.0,6.0,2.0,4.0,8.0,2.0,7.0,64.1,80.8,4.0,0.0,4.0,9.0,0.0,2.0,56.5,82.4,43.8,56.3,1.0,3.0,13.0,8.0,8.0,13.0,1.0,3.0,0.0,0.0,"""St. Marys Stadium""",31708,Jonathan Moss,"Marc Perry, Constantine Hatzidakis",Andre Marriner
52,13/04/2019,17:30,Man Utd,West Ham,2,1,"[19, 80]",[49],42.3,57.7,14.0,18.0,4.0,4.0,5.0,6.0,5.0,8.0,77.2,80.2,1.0,2.0,3.0,11.0,3.0,3.0,66.7,58.8,47.6,52.4,3.0,2.0,14.0,5.0,5.0,12.0,1.0,1.0,0.0,0.0,Old Trafford,74478,Graham Scott,"Mick McDonough, Neil Davies",Michael Oliver
53,12/04/2019,20:00,Leicester,Newcastle,0,1,[],[32],71.7,28.3,12.0,11.0,5.0,5.0,6.0,5.0,1.0,1.0,84.1,63.7,1.0,0.0,2.0,3.0,3.0,4.0,61.5,61.9,59.2,40.8,4.0,5.0,6.0,10.0,10.0,6.0,2.0,3.0,0.0,0.0,The King Power Stadium,32108,Chris Kavanagh,"Daniel Cook, Sian Massey",Paul Tierney
54,8/04/2019,20:00,Chelsea,West Ham,2,0,"[24, 90]",[],54.0,46.0,16.0,9.0,7.0,2.0,6.0,3.0,3.0,4.0,84.7,76.6,3.0,0.0,7.0,4.0,3.0,1.0,66.7,45.8,50.0,50.0,2.0,5.0,8.0,7.0,7.0,8.0,2.0,1.0,0.0,0.0,Stamford Bridge,40537,Chris Kavanagh,"Daniel Cook, Constantine Hatzidakis",Jonathan Moss
55,7/04/2019,14:05,Everton,Arsenal,1,0,[10],[],42.9,57.1,23.0,7.0,6.0,2.0,9.0,3.0,8.0,2.0,78.5,80.1,1.0,0.0,9.0,6.0,3.0,2.0,57.9,71.4,56.4,43.6,2.0,5.0,8.0,9.0,9.0,8.0,1.0,4.0,0.0,0.0,Goodison Park,39400,Kevin Friend,"Matt Wilkes, Adrian Holmes",Mike Dean
56,6/04/2019,15:00,"""Bmouth""",Burnley,1,3,[4],"[18, 20, 56]",59.9,40.1,10.0,10.0,2.0,3.0,5.0,4.0,3.0,3.0,77.8,68.7,2.0,2.0,3.0,6.0,2.0,5.0,66.7,58.3,55.6,44.4,0.0,2.0,12.0,16.0,15.0,11.0,2.0,3.0,0.0,0.0,Vitality Stadium,10446,Martin Atkinson,"Stephen Child, Harry Lennard",Simon Hooper
57,6/04/2019,15:00,"""Huddsfld""",Leicester,1,4,[52],"[24, 48, 84, 79]",44.8,55.2,10.0,18.0,4.0,9.0,3.0,7.0,3.0,2.0,75.6,82.0,1.0,4.0,8.0,5.0,2.0,3.0,41.2,50.0,50.0,50.0,6.0,3.0,13.0,11.0,10.0,13.0,3.0,0.0,0.0,0.0,"""The John Smiths Stadium""",24126,David Coote,"Marc Perry, Peter Kirkup",Jonathan Moss
58,6/04/2019,15:00,Newcastle,C Palace,0,1,[],[81],53.8,46.2,18.0,3.0,5.0,1.0,9.0,2.0,4.0,0.0,83.0,75.8,0.0,0.0,9.0,4.0,2.0,4.0,55.6,56.3,39.6,60.4,0.0,5.0,12.0,13.0,12.0,12.0,1.0,2.0,0.0,0.0,"""St James Park",51926,Stuart Attwell,"Simon Long, Richard West",Craig Pawson
59,5/04/2019,20:00,"""Soton""",Liverpool,1,3,[9],"[36, 80, 86]",33.0,67.0,11.0,17.0,1.0,5.0,6.0,7.0,4.0,5.0,64.3,82.3,2.0,2.0,7.0,5.0,3.0,3.0,50.0,63.6,57.7,42.3,2.0,0.0,8.0,7.0,7.0,7.0,2.0,4.0,0.0,0.0,"""St. Marys Stadium""",31797,Paul Tierney,"Stuart Burt, Darren Cann",Graham Scott
60,3/04/2019,19:45,Chelsea,Brighton,3,0,"[38, 60, 63]",[],68.3,31.7,17.0,3.0,4.0,1.0,8.0,2.0,5.0,0.0,91.0,79.7,4.0,1.0,7.0,1.0,0.0,2.0,52.6,82.4,53.1,46.9,1.0,1.0,5.0,9.0,9.0,5.0,0.0,0.0,0.0,0.0,Stamford Bridge,38593,Graham Scott,"Mick McDonough, Neil Davies",Kevin Friend
61,3/04/2019,19:45,Man City,Cardiff,2,0,"[6, 44]",[],78.8,21.2,27.0,4.0,11.0,1.0,14.0,2.0,2.0,1.0,91.4,66.5,5.0,0.0,17.0,4.0,1.0,1.0,81.8,78.6,48.1,51.9,1.0,9.0,3.0,7.0,7.0,1.0,0.0,3.0,0.0,0.0,Etihad Stadium,53559,Jonathan Moss,"Marc Perry, Andy Halliday",Michael Oliver
62,3/04/2019,19:45,Tottenham,C Palace,2,0,"[55, 80]",[],65.3,34.7,26.0,5.0,10.0,1.0,9.0,4.0,7.0,0.0,86.6,76.4,3.0,1.0,8.0,2.0,0.0,4.0,68.8,52.9,64.7,35.3,1.0,8.0,8.0,5.0,5.0,8.0,1.0,0.0,0.0,0.0,Tottenham Hotspur Stadium,59215,Andre Marriner,"Scott Ledger, Simon Long",Chris Kavanagh
